Dataset,GT,Probability,P1,P2,Run
50,0,0.32447153,74,26,6
50,0,0.3909627,74,31,6
50,0,0.369234,76,18,6
50,0,0.35995868,76,24,6
50,0,0.39119068,76,30,6
50,0,0.44487977,76,97,6
50,0,0.34939638,91,9,6
50,0,0.33567926,97,9,6
50,0,0.49537557,97,76,6
50,0,0.31855193,98,18,6
50,0,0.30832568,98,24,6
50,0,0.3130008,98,26,6
50,0,0.33866623,98,30,6
50,0,0.30305845,98,32,6
50,0,0.29972216,98,33,6
50,0,0.27761197,7,18,7
50,1,0.48645577,9,12,7
50,1,0.4585194,9,17,7
50,0,0.43853447,9,18,7
50,1,0.5713635,9,23,7
50,1,0.46473712,9,40,7
50,1,0.5577191,9,54,7
50,1,0.5399583,9,62,7
50,1,0.508517,9,69,7
50,1,0.5264833,9,71,7
50,1,0.5213357,9,91,7
50,1,0.5187517,9,97,7
50,0,0.37126034,12,9,7
50,0,0.33657813,12,17,7
50,0,0.4021308,17,9,7
50,0,0.39241686,17,12,7
50,0,0.34314603,17,18,7
50,0,0.4530951,17,54,7
50,1,0.6551094,18,7,7
50,0,0.5919442,18,9,7
50,0,0.54836804,18,17,7
50,1,0.7004333,18,20,7
50,1,0.7146702,18,22,7
50,1,0.5240298,18,24,7
50,1,0.51667404,18,25,7
50,1,0.51817524,18,26,7
50,1,0.5336154,18,30,7
50,1,0.5579451,18,31,7
50,1,0.51436526,18,32,7
50,1,0.5349436,18,33,7
50,1,0.69311833,18,39,7
50,1,0.55532044,18,42,7
50,1,0.6026041,18,46,7
50,1,0.69766116,18,50,7
50,1,0.69206756,18,60,7
50,1,0.59411544,18,74,7
50,1,0.7103405,18,76,7
50,1,0.5465814,18,98,7
50,0,0.2745682,20,18,7
50,0,0.29483223,22,18,7
50,0,0.34726802,23,9,7
50,0,0.33899164,24,18,7
50,0,0.32960492,24,25,7
50,0,0.33251083,24,26,7
50,0,0.34688583,24,30,7
50,0,0.38242808,24,31,7
50,0,0.35400742,24,33,7
50,0,0.37149572,24,42,7
50,0,0.5373555,24,76,7
50,0,0.36067265,24,98,7
50,0,0.2980528,25,18,7
50,0,0.30142745,25,24,7
50,0,0.28966308,25,26,7
50,0,0.30413082,25,30,7
50,0,0.31167182,25,33,7
50,0,0.3258595,25,42,7
50,0,0.33667606,26,18,7
50,0,0.3296303,26,24,7
50,0,0.31836396,26,25,7
50,0,0.33310255,26,30,7
50,0,0.3706589,26,31,7
50,0,0.32062557,26,32,7
50,0,0.33892754,26,33,7
50,0,0.36214447,26,42,7
50,0,0.39656478,26,74,7
50,0,0.35157225,26,98,7
50,0,0.40405923,30,18,7
50,0,0.40496147,30,24,7
50,0,0.39556378,30,25,7
50,0,0.39821583,30,26,7
50,0,0.4481195,30,31,7
50,0,0.42162824,30,33,7
50,0,0.48476475,30,46,7
50,0,0.61500645,30,76,7
50,0,0.42633793,30,98,7
50,0,0.4186692,31,18,7
50,0,0.4197794,31,24,7
50,0,0.42201227,31,26,7
50,0,0.4299406,31,30,7
50,0,0.4366913,31,33,7
50,0,0.6096468,31,39,7
50,0,0.4637123,31,42,7
50,0,0.610375,31,50,7
50,0,0.5007509,31,74,7
50,0,0.3275852,32,18,7
50,0,0.31572837,32,26,7
50,0,0.3332778,32,33,7
50,0,0.35262766,32,42,7
50,0,0.39886174,32,46,7
50,0,0.33889696,32,98,7
50,0,0.38032964,33,18,7
50,0,0.3745808,33,24,7
50,0,0.37003136,33,25,7
50,0,0.37003863,33,26,7
50,0,0.39533532,33,30,7
50,0,0.42341128,33,31,7
50,0,0.36880094,33,32,7
50,0,0.5678882,33,39,7
50,0,0.4084182,33,42,7
50,0,0.39916703,33,98,7
50,0,0.5575982,39,18,7
50,0,0.5982713,39,31,7
50,0,0.56503,39,33,7
50,0,0.59068507,39,42,7
50,0,0.64025813,39,46,7
50,0,0.80948764,39,63,7
50,0,0.4462851,40,9,7
50,0,0.4600188,40,69,7
50,0,0.536019,42,18,7
50,0,0.5273571,42,24,7
50,0,0.5208479,42,25,7
50,0,0.5250058,42,26,7
50,0,0.57245195,42,31,7
50,0,0.52005476,42,32,7
50,0,0.54177153,42,33,7
50,0,0.6980309,42,39,7
50,0,0.7268538,42,64,7
50,0,0.35877547,46,18,7
50,0,0.36538035,46,30,7
50,0,0.34995738,46,32,7
50,0,0.54234874,46,39,7
50,0,0.29871377,50,18,7
50,0,0.33358437,50,31,7
50,0,0.33761102,54,9,7
50,0,0.30953848,54,17,7
50,0,0.3340477,60,18,7
50,0,0.36876202,62,9,7
50,0,0.6059229,63,39,7
50,0,0.38215062,64,42,7
50,0,0.36230102,69,9,7
50,0,0.34112608,69,40,7
50,0,0.34356162,71,9,7
50,0,0.32137632,74,18,7
50,0,0.31292617,74,26,7
50,0,0.36312583,74,31,7
50,0,0.35626456,76,18,7
50,0,0.34734827,76,24,7
50,0,0.36103043,76,30,7
50,0,0.42824912,76,97,7
50,0,0.33500102,91,9,7
50,0,0.36165702,97,9,7
50,0,0.5031496,97,76,7
50,0,0.31685653,98,18,7
50,0,0.31060058,98,24,7
50,0,0.2983273,98,26,7
50,0,0.32280064,98,30,7
50,0,0.30152482,98,32,7
50,0,0.32126167,98,33,7
50,0,0.25746545,7,18,8
50,1,0.5182078,9,12,8
50,1,0.49153477,9,17,8
50,0,0.47118902,9,18,8
50,1,0.6247174,9,23,8
50,1,0.5019766,9,40,8
50,1,0.6027512,9,54,8
50,1,0.5968088,9,62,8
50,1,0.5300304,9,69,8
50,1,0.5762327,9,71,8
50,1,0.58899444,9,91,8
50,1,0.57494444,9,97,8
50,0,0.35200563,12,9,8
50,0,0.33357856,12,17,8
50,0,0.39592567,17,9,8
50,0,0.39461192,17,12,8
50,0,0.35767576,17,18,8
50,0,0.48192665,17,54,8
50,1,0.67568463,18,7,8
50,0,0.5959766,18,9,8
50,0,0.5709956,18,17,8
50,1,0.73095936,18,20,8
50,1,0.73569316,18,22,8
50,1,0.5368385,18,24,8
50,1,0.5411825,18,25,8
50,1,0.53830147,18,26,8
50,1,0.55082947,18,30,8
50,1,0.54999536,18,31,8
50,1,0.5160252,18,32,8
50,1,0.53030276,18,33,8
50,1,0.7061833,18,39,8
50,1,0.5460818,18,42,8
50,1,0.6032844,18,46,8
50,1,0.7341034,18,50,8
50,1,0.72421575,18,60,8
50,1,0.5760848,18,74,8
50,1,0.74392515,18,76,8
50,1,0.558753,18,98,8
50,0,0.27970138,20,18,8
50,0,0.29410675,22,18,8
50,0,0.35149115,23,9,8
50,0,0.37201893,24,18,8
50,0,0.368873,24,25,8
50,0,0.36568448,24,26,8
50,0,0.3757676,24,30,8
50,0,0.37746775,24,31,8
50,0,0.3548146,24,33,8
50,0,0.3788339,24,42,8
50,0,0.5870911,24,76,8
50,0,0.38404873,24,98,8
50,0,0.3189941,25,18,8
50,0,0.310088,25,24,8
50,0,0.30838934,25,26,8
50,0,0.328771,25,30,8
50,0,0.3047065,25,33,8
50,0,0.31715503,25,42,8
50,0,0.32117057,26,18,8
50,0,0.31412315,26,24,8
50,0,0.31719,26,25,8
50,0,0.3244941,26,30,8
50,0,0.32578012,26,31,8
50,0,0.29179746,26,32,8
50,0,0.30116495,26,33,8
50,0,0.32321656,26,42,8
50,0,0.34740394,26,74,8
50,0,0.3365609,26,98,8
50,0,0.39289892,30,18,8
50,0,0.38855743,30,24,8
50,0,0.38794816,30,25,8
50,0,0.39201307,30,26,8
50,0,0.39832765,30,31,8
50,0,0.37895435,30,33,8
50,0,0.45427582,30,46,8
50,0,0.6127604,30,76,8
50,0,0.41327393,30,98,8
50,0,0.45311064,31,18,8
50,0,0.4529451,31,24,8
50,0,0.45264307,31,26,8
50,0,0.46874428,31,30,8
50,0,0.44500732,31,33,8
50,0,0.6301054,31,39,8
50,0,0.45739272,31,42,8
50,0,0.6615369,31,50,8
50,0,0.49136147,31,74,8
50,0,0.3188938,32,18,8
50,0,0.30961493,32,26,8
50,0,0.30671006,32,33,8
50,0,0.320442,32,42,8
50,0,0.37093168,32,46,8
50,0,0.33051395,32,98,8
50,0,0.37988046,33,18,8
50,0,0.37154424,33,24,8
50,0,0.3760211,33,25,8
50,0,0.36996973,33,26,8
50,0,0.38665387,33,30,8
50,0,0.38498944,33,31,8
50,0,0.34866098,33,32,8
50,0,0.5514133,33,39,8
50,0,0.3735633,33,42,8
50,0,0.3976537,33,98,8
50,0,0.59288067,39,18,8
50,0,0.598974,39,31,8
50,0,0.57879114,39,33,8
50,0,0.59622145,39,42,8
50,0,0.64457655,39,46,8
50,0,0.84105575,39,63,8
50,0,0.4127252,40,9,8
50,0,0.42386568,40,69,8
50,0,0.57314306,42,18,8
50,0,0.57198304,42,24,8
50,0,0.5686463,42,25,8
50,0,0.56602013,42,26,8
50,0,0.57936585,42,31,8
50,0,0.5380523,42,32,8
50,0,0.5568953,42,33,8
50,0,0.729503,42,39,8
50,0,0.7744492,42,64,8
50,0,0.3506823,46,18,8
50,0,0.35838717,46,30,8
50,0,0.32119614,46,32,8
50,0,0.51618826,46,39,8
50,0,0.32090738,50,18,8
50,0,0.32444945,50,31,8
50,0,0.33854407,54,9,8
50,0,0.3190517,54,17,8
50,0,0.34029025,60,18,8
50,0,0.36998355,62,9,8
50,0,0.60577965,63,39,8
50,0,0.3708631,64,42,8
50,0,0.35140783,69,9,8
50,0,0.33593443,69,40,8
50,0,0.35398954,71,9,8
50,0,0.32099932,74,18,8
50,0,0.30649394,74,26,8
50,0,0.32118046,74,31,8
50,0,0.35810128,76,18,8
50,0,0.34635136,76,24,8
50,0,0.3619234,76,30,8
50,0,0.45671362,76,97,8
50,0,0.328197,91,9,8
50,0,0.321425,97,9,8
50,0,0.49990293,97,76,8
50,0,0.31771216,98,18,8
50,0,0.31577936,98,24,8
50,0,0.3175859,98,26,8
50,0,0.32998502,98,30,8
50,0,0.29592305,98,32,8
50,0,0.30674475,98,33,8
50,0,0.2510216,7,18,9
50,1,0.5252446,9,12,9
50,1,0.4860156,9,17,9
50,0,0.4665605,9,18,9
50,1,0.6085501,9,23,9
50,1,0.5034183,9,40,9
50,1,0.5803764,9,54,9
50,1,0.5576513,9,62,9
50,1,0.5396121,9,69,9
50,1,0.59125274,9,71,9
50,1,0.57923675,9,91,9
50,1,0.582191,9,97,9
50,0,0.3504175,12,9,9
50,0,0.3357766,12,17,9
50,0,0.39321256,17,9,9
50,0,0.41432074,17,12,9
50,0,0.3528419,17,18,9
50,0,0.4699412,17,54,9
50,1,0.6725855,18,7,9
50,0,0.5879197,18,9,9
50,0,0.57524484,18,17,9
50,1,0.7582895,18,20,9
50,1,0.7626003,18,22,9
50,1,0.5462296,18,24,9
50,1,0.5319615,18,25,9
50,1,0.5402855,18,26,9
50,1,0.5544995,18,30,9
50,1,0.55570984,18,31,9
50,1,0.5350737,18,32,9
50,1,0.52061063,18,33,9
50,1,0.67505896,18,39,9
50,1,0.5521396,18,42,9
50,1,0.5882201,18,46,9
50,1,0.7396528,18,50,9
50,1,0.75345546,18,60,9
50,1,0.5962126,18,74,9
50,1,0.7512819,18,76,9
50,1,0.58080226,18,98,9
50,0,0.2879908,20,18,9
50,0,0.27412963,22,18,9
50,0,0.33294508,23,9,9
50,0,0.3666431,24,18,9
50,0,0.34618682,24,25,9
50,0,0.356096,24,26,9
50,0,0.37163204,24,30,9
50,0,0.36707154,24,31,9
50,0,0.339721,24,33,9
50,0,0.36414698,24,42,9
50,0,0.58852476,24,76,9
50,0,0.39918795,24,98,9
50,0,0.32086188,25,18,9
50,0,0.31924382,25,24,9
50,0,0.31328678,25,26,9
50,0,0.32712057,25,30,9
50,0,0.296684,25,33,9
50,0,0.31916323,25,42,9
50,0,0.32844487,26,18,9
50,0,0.32654327,26,24,9
50,0,0.30811688,26,25,9
50,0,0.3354115,26,30,9
50,0,0.32989246,26,31,9
50,0,0.31681442,26,32,9
50,0,0.30127847,26,33,9
50,0,0.32979313,26,42,9
50,0,0.37775567,26,74,9
50,0,0.35617572,26,98,9
50,0,0.37667155,30,18,9
50,0,0.38099024,30,24,9
50,0,0.3575759,30,25,9
50,0,0.3632152,30,26,9
50,0,0.37673444,30,31,9
50,0,0.3490878,30,33,9
50,0,0.41606244,30,46,9
50,0,0.59687304,30,76,9
50,0,0.40348583,30,98,9
50,0,0.4293645,31,18,9
50,0,0.42568535,31,24,9
50,0,0.41790497,31,26,9
50,0,0.43023452,31,30,9
50,0,0.39403164,31,33,9
50,0,0.5581684,31,39,9
50,0,0.4292394,31,42,9
50,0,0.6434177,31,50,9
50,0,0.47382167,31,74,9
50,0,0.3195557,32,18,9
50,0,0.31044286,32,26,9
50,0,0.29823598,32,33,9
50,0,0.31845772,32,42,9
50,0,0.35206133,32,46,9
50,0,0.3498828,32,98,9
50,0,0.33630913,33,18,9
50,0,0.33049202,33,24,9
50,0,0.31969592,33,25,9
50,0,0.3274415,33,26,9
50,0,0.3394994,33,30,9
50,0,0.34175318,33,31,9
50,0,0.32129982,33,32,9
50,0,0.45837715,33,39,9
50,0,0.3368518,33,42,9
50,0,0.3677668,33,98,9
50,0,0.619968,39,18,9
50,0,0.62331533,39,31,9
50,0,0.5889431,39,33,9
50,0,0.62489474,39,42,9
50,0,0.6564227,39,46,9
50,0,0.8754713,39,63,9
50,0,0.43398055,40,9,9
50,0,0.46245855,40,69,9
50,0,0.59450066,42,18,9
50,0,0.597266,42,24,9
50,0,0.5750067,42,25,9
50,0,0.5865534,42,26,9
50,0,0.60051614,42,31,9
50,0,0.58361006,42,32,9
50,0,0.5672327,42,33,9
50,0,0.71610594,42,39,9
50,0,0.79932016,42,64,9
50,0,0.323679,46,18,9
50,0,0.32940224,46,30,9
50,0,0.3130256,46,32,9
50,0,0.45045033,46,39,9
50,0,0.31489146,50,18,9
50,0,0.31681648,50,31,9
50,0,0.33665577,54,9,9
50,0,0.3207345,54,17,9
50,0,0.3304217,60,18,9
50,0,0.37024733,62,9,9
50,0,0.51805526,63,39,9
50,0,0.35008326,64,42,9
50,0,0.3433371,69,9,9
50,0,0.34618327,69,40,9
50,0,0.33999777,71,9,9
50,0,0.31859425,74,18,9
50,0,0.31484833,74,26,9
50,0,0.32745513,74,31,9
50,0,0.35712636,76,18,9
50,0,0.35518026,76,24,9
50,0,0.35595587,76,30,9
50,0,0.46188638,76,97,9
50,0,0.3376506,91,9,9
50,0,0.3424941,97,9,9
50,0,0.51831496,97,76,9
50,0,0.30646327,98,18,9
50,0,0.29803,98,24,9
50,0,0.292886,98,26,9
50,0,0.30327547,98,30,9
50,0,0.29146197,98,32,9
50,0,0.27729207,98,33,9
50,0,0.26480874,7,18,10
50,1,0.55047405,9,12,10
50,1,0.48018345,9,17,10
50,0,0.46653065,9,18,10
50,1,0.6277419,9,23,10
50,1,0.54396164,9,40,10
50,1,0.5968894,9,54,10
50,1,0.6060032,9,62,10
50,1,0.55422443,9,69,10
50,1,0.61772007,9,71,10
50,1,0.6117428,9,91,10
50,1,0.5795873,9,97,10
50,0,0.33507043,12,9,10
50,0,0.32060668,12,17,10
50,0,0.3827296,17,9,10
50,0,0.43068615,17,12,10
50,0,0.35486078,17,18,10
50,0,0.48288935,17,54,10
50,1,0.7063699,18,7,10
50,0,0.6102358,18,9,10
50,0,0.5855688,18,17,10
50,1,0.7904974,18,20,10
50,1,0.79766756,18,22,10
50,1,0.5806357,18,24,10
50,1,0.55163914,18,25,10
50,1,0.56215745,18,26,10
50,1,0.59475106,18,30,10
50,1,0.5530379,18,31,10
50,1,0.57706684,18,32,10
50,1,0.5435696,18,33,10
50,1,0.6815114,18,39,10
50,1,0.5668481,18,42,10
50,1,0.6151584,18,46,10
50,1,0.78344333,18,50,10
50,1,0.7881739,18,60,10
50,1,0.6216689,18,74,10
50,1,0.78577906,18,76,10
50,1,0.59963435,18,98,10
50,0,0.2830017,20,18,10
50,0,0.2570039,22,18,10
50,0,0.32966027,23,9,10
50,0,0.3431812,24,18,10
50,0,0.32693553,24,25,10
50,0,0.33743927,24,26,10
50,0,0.3637504,24,30,10
50,0,0.32543412,24,31,10
50,0,0.32211944,24,33,10
50,0,0.3386242,24,42,10
50,0,0.59039265,24,76,10
50,0,0.3682369,24,98,10
50,0,0.3220336,25,18,10
50,0,0.3325829,25,24,10
50,0,0.319215,25,26,10
50,0,0.3451528,25,30,10
50,0,0.3025458,25,33,10
50,0,0.32550123,25,42,10
50,0,0.32520884,26,18,10
50,0,0.33997834,26,24,10
50,0,0.3167332,26,25,10
50,0,0.35288408,26,30,10
50,0,0.31428304,26,31,10
50,0,0.33100438,26,32,10
50,0,0.30434355,26,33,10
50,0,0.3303624,26,42,10
50,0,0.378181,26,74,10
50,0,0.3615165,26,98,10
50,0,0.37380797,30,18,10
50,0,0.38631538,30,24,10
50,0,0.3586456,30,25,10
50,0,0.3714129,30,26,10
50,0,0.36163598,30,31,10
50,0,0.35574788,30,33,10
50,0,0.42911866,30,46,10
50,0,0.6340582,30,76,10
50,0,0.40709808,30,98,10
50,0,0.4255519,31,18,10
50,0,0.43219203,31,24,10
50,0,0.4193438,31,26,10
50,0,0.44949394,31,30,10
50,0,0.39133292,31,33,10
50,0,0.54955095,31,39,10
50,0,0.4205144,31,42,10
50,0,0.6649065,31,50,10
50,0,0.47532412,31,74,10
50,0,0.31484297,32,18,10
50,0,0.30927062,32,26,10
50,0,0.2882655,32,33,10
50,0,0.30949166,32,42,10
50,0,0.35253042,32,46,10
50,0,0.3327539,32,98,10
50,0,0.32432657,33,18,10
50,0,0.3221027,33,24,10
50,0,0.2999021,33,25,10
50,0,0.31513843,33,26,10
50,0,0.33576757,33,30,10
50,0,0.30091533,33,31,10
50,0,0.3236764,33,32,10
50,0,0.43504393,33,39,10
50,0,0.31797364,33,42,10
50,0,0.34938037,33,98,10
50,0,0.6142955,39,18,10
50,0,0.59336793,39,31,10
50,0,0.58006746,39,33,10
50,0,0.60536057,39,42,10
50,0,0.6629721,39,46,10
50,0,0.87549436,39,63,10
50,0,0.43286315,40,9,10
50,0,0.48432285,40,69,10
50,0,0.6116097,42,18,10
50,0,0.61478,42,24,10
50,0,0.5899748,42,25,10
50,0,0.6036134,42,26,10
50,0,0.5878713,42,31,10
50,0,0.6047011,42,32,10
50,0,0.5797918,42,33,10
50,0,0.7189697,42,39,10
50,0,0.81452215,42,64,10
50,0,0.3201587,46,18,10
50,0,0.3385275,46,30,10
50,0,0.31984353,46,32,10
50,0,0.4315493,46,39,10
50,0,0.2965303,50,18,10
50,0,0.28795728,50,31,10
50,0,0.31349385,54,9,10
50,0,0.2937347,54,17,10
50,0,0.3157834,60,18,10
50,0,0.36289924,62,9,10
50,0,0.49513066,63,39,10
50,0,0.31306577,64,42,10
50,0,0.35892114,69,9,10
50,0,0.39248937,69,40,10
50,0,0.32156396,71,9,10
50,0,0.30915028,74,18,10
50,0,0.3032586,74,26,10
50,0,0.29435793,74,31,10
50,0,0.35770237,76,18,10
50,0,0.3643619,76,24,10
50,0,0.3698518,76,30,10
50,0,0.45822227,76,97,10
50,0,0.32638755,91,9,10
50,0,0.3310402,97,9,10
50,0,0.54682463,97,76,10
50,0,0.3039957,98,18,10
50,0,0.30706066,98,24,10
50,0,0.2935117,98,26,10
50,0,0.31987047,98,30,10
50,0,0.30167353,98,32,10
50,0,0.28389212,98,33,10
50,0,0.27367455,7,18,11
50,1,0.58930546,9,12,11
50,1,0.51139873,9,17,11
50,0,0.49170205,9,18,11
50,1,0.67674255,9,23,11
50,1,0.57338697,9,40,11
50,1,0.6195954,9,54,11
50,1,0.6020712,9,62,11
50,1,0.5888041,9,69,11
50,1,0.66191614,9,71,11
50,1,0.6275382,9,91,11
50,1,0.5988644,9,97,11
50,0,0.3285351,12,9,11
50,0,0.3291045,12,17,11
50,0,0.36298504,17,9,11
50,0,0.4384039,17,12,11
50,0,0.3517053,17,18,11
50,0,0.47031015,17,54,11
50,1,0.7566047,18,7,11
50,0,0.62265164,18,9,11
50,0,0.62022114,18,17,11
50,1,0.813994,18,20,11
50,1,0.8326113,18,22,11
50,1,0.6039039,18,24,11
50,1,0.56291467,18,25,11
50,1,0.6055363,18,26,11
50,1,0.61903715,18,30,11
50,1,0.5687559,18,31,11
50,1,0.59265584,18,32,11
50,1,0.5779193,18,33,11
50,1,0.72648835,18,39,11
50,1,0.59089285,18,42,11
50,1,0.616217,18,46,11
50,1,0.81416994,18,50,11
50,1,0.8167842,18,60,11
50,1,0.6426587,18,74,11
50,1,0.8077588,18,76,11
50,1,0.6090236,18,98,11
50,0,0.2929587,20,18,11
50,0,0.25605243,22,18,11
50,0,0.31596294,23,9,11
50,0,0.35427046,24,18,11
50,0,0.32151237,24,25,11
50,0,0.35810223,24,26,11
50,0,0.37245607,24,30,11
50,0,0.31749386,24,31,11
50,0,0.32817966,24,33,11
50,0,0.34376127,24,42,11
50,0,0.597761,24,76,11
50,0,0.35927266,24,98,11
50,0,0.33011574,25,18,11
50,0,0.33540815,25,24,11
50,0,0.32942978,25,26,11
50,0,0.34046805,25,30,11
50,0,0.3024467,25,33,11
50,0,0.32134855,25,42,11
50,0,0.33704317,26,18,11
50,0,0.34112373,26,24,11
50,0,0.3045451,26,25,11
50,0,0.35761365,26,30,11
50,0,0.3081876,26,31,11
50,0,0.32349288,26,32,11
50,0,0.3155922,26,33,11
50,0,0.3248076,26,42,11
50,0,0.37974414,26,74,11
50,0,0.34318036,26,98,11
50,0,0.38241827,30,18,11
50,0,0.38900965,30,24,11
50,0,0.3485181,30,25,11
50,0,0.3892007,30,26,11
50,0,0.35174927,30,31,11
50,0,0.36352763,30,33,11
50,0,0.4054129,30,46,11
50,0,0.63769805,30,76,11
50,0,0.40008524,30,98,11
50,0,0.4539729,31,18,11
50,0,0.46044326,31,24,11
50,0,0.44895068,31,26,11
50,0,0.472926,31,30,11
50,0,0.42288545,31,33,11
50,0,0.58153206,31,39,11
50,0,0.43770757,31,42,11
50,0,0.70562834,31,50,11
50,0,0.4938663,31,74,11
50,0,0.33395833,32,18,11
50,0,0.33134764,32,26,11
50,0,0.30779523,32,33,11
50,0,0.32133818,32,42,11
50,0,0.34930083,32,46,11
50,0,0.3405428,32,98,11
50,0,0.34263054,33,18,11
50,0,0.34345862,33,24,11
50,0,0.30654958,33,25,11
50,0,0.34398434,33,26,11
50,0,0.35057342,33,30,11
50,0,0.30955166,33,31,11
50,0,0.32740617,33,32,11
50,0,0.4659937,33,39,11
50,0,0.32968974,33,42,11
50,0,0.34397653,33,98,11
50,0,0.6498922,39,18,11
50,0,0.6154665,39,31,11
50,0,0.6260324,39,33,11
50,0,0.6376031,39,42,11
50,0,0.6626986,39,46,11
50,0,0.9008874,39,63,11
50,0,0.4126587,40,9,11
50,0,0.49069005,40,69,11
50,0,0.62810004,42,18,11
50,0,0.63993573,42,24,11
50,0,0.59488267,42,25,11
50,0,0.6334042,42,26,11
50,0,0.6002807,42,31,11
50,0,0.6172987,42,32,11
50,0,0.6080956,42,33,11
50,0,0.7438788,42,39,11
50,0,0.83624417,42,64,11
50,0,0.34159604,46,18,11
50,0,0.35945222,46,30,11
50,0,0.32223234,46,32,11
50,0,0.46296415,46,39,11
50,0,0.31031838,50,18,11
50,0,0.28075746,50,31,11
50,0,0.3136557,54,9,11
50,0,0.31268904,54,17,11
50,0,0.32850027,60,18,11
50,0,0.33420607,62,9,11
50,0,0.5190198,63,39,11
50,0,0.32320756,64,42,11
50,0,0.36017329,69,9,11
50,0,0.41759756,69,40,11
50,0,0.3084294,71,9,11
50,0,0.32275027,74,18,11
50,0,0.32252783,74,26,11
50,0,0.2888252,74,31,11
50,0,0.35935643,76,18,11
50,0,0.36478013,76,24,11
50,0,0.37711477,76,30,11
50,0,0.4526541,76,97,11
50,0,0.29802546,91,9,11
50,0,0.31120142,97,9,11
50,0,0.53386396,97,76,11
50,0,0.32767442,98,18,11
50,0,0.32950053,98,24,11
50,0,0.32160226,98,26,11
50,0,0.3412727,98,30,11
50,0,0.31681684,98,32,11
50,0,0.29802096,98,33,11
50,0,0.2830078,7,18,12
50,1,0.6073378,9,12,12
50,1,0.53844905,9,17,12
50,0,0.53393286,9,18,12
50,1,0.73037595,9,23,12
50,1,0.62614745,9,40,12
50,1,0.629642,9,54,12
50,1,0.64555943,9,62,12
50,1,0.64311934,9,69,12
50,1,0.70595115,9,71,12
50,1,0.68320733,9,91,12
50,1,0.6622919,9,97,12
50,0,0.32789686,12,9,12
50,0,0.3086268,12,17,12
50,0,0.37730512,17,9,12
50,0,0.4265315,17,12,12
50,0,0.34853876,17,18,12
50,0,0.44774762,17,54,12
50,1,0.8066645,18,7,12
50,0,0.6752882,18,9,12
50,0,0.64614904,18,17,12
50,1,0.8500004,18,20,12
50,1,0.8602347,18,22,12
50,1,0.6285855,18,24,12
50,1,0.59973955,18,25,12
50,1,0.62888426,18,26,12
50,1,0.6432456,18,30,12
50,1,0.6062365,18,31,12
50,1,0.6042306,18,32,12
50,1,0.61793566,18,33,12
50,1,0.71697015,18,39,12
50,1,0.62971854,18,42,12
50,1,0.62288797,18,46,12
50,1,0.83257246,18,50,12
50,1,0.858355,18,60,12
50,1,0.65134174,18,74,12
50,1,0.8407747,18,76,12
50,1,0.65896595,18,98,12
50,0,0.28062096,20,18,12
50,0,0.27331558,22,18,12
50,0,0.30505306,23,9,12
50,0,0.37115195,24,18,12
50,0,0.32701662,24,25,12
50,0,0.3471182,24,26,12
50,0,0.36228848,24,30,12
50,0,0.33073655,24,31,12
50,0,0.34402645,24,33,12
50,0,0.35097364,24,42,12
50,0,0.6244495,24,76,12
50,0,0.38180798,24,98,12
50,0,0.3278672,25,18,12
50,0,0.3150568,25,24,12
50,0,0.3094897,25,26,12
50,0,0.32098562,25,30,12
50,0,0.29977134,25,33,12
50,0,0.31423637,25,42,12
50,0,0.3361874,26,18,12
50,0,0.3190186,26,24,12
50,0,0.2960491,26,25,12
50,0,0.32855886,26,30,12
50,0,0.30421102,26,31,12
50,0,0.30128962,26,32,12
50,0,0.30570045,26,33,12
50,0,0.31489155,26,42,12
50,0,0.34023225,26,74,12
50,0,0.35115612,26,98,12
50,0,0.39288622,30,18,12
50,0,0.37803292,30,24,12
50,0,0.35045353,30,25,12
50,0,0.37233678,30,26,12
50,0,0.35611743,30,31,12
50,0,0.36387417,30,33,12
50,0,0.375402,30,46,12
50,0,0.6503088,30,76,12
50,0,0.41020086,30,98,12
50,0,0.41662183,31,18,12
50,0,0.4000465,31,24,12
50,0,0.39284843,31,26,12
50,0,0.40715405,31,30,12
50,0,0.38619155,31,33,12
50,0,0.5003836,31,39,12
50,0,0.4009163,31,42,12
50,0,0.6503409,31,50,12
50,0,0.42275023,31,74,12
50,0,0.34490475,32,18,12
50,0,0.33687153,32,26,12
50,0,0.32502475,32,33,12
50,0,0.32848316,32,42,12
50,0,0.33779487,32,46,12
50,0,0.37173754,32,98,12
50,0,0.32431027,33,18,12
50,0,0.3051537,33,24,12
50,0,0.28692165,33,25,12
50,0,0.30778867,33,26,12
50,0,0.3220871,33,30,12
50,0,0.29456443,33,31,12
50,0,0.28698942,33,32,12
50,0,0.40139508,33,39,12
50,0,0.31226563,33,42,12
50,0,0.3396038,33,98,12
50,0,0.6652374,39,18,12
50,0,0.62819016,39,31,12
50,0,0.63824415,39,33,12
50,0,0.6460313,39,42,12
50,0,0.6460869,39,46,12
50,0,0.91238886,39,63,12
50,0,0.4423189,40,9,12
50,0,0.52554554,40,69,12
50,0,0.6421407,42,18,12
50,0,0.6276323,42,24,12
50,0,0.59697884,42,25,12
50,0,0.6219075,42,26,12
50,0,0.6093418,42,31,12
50,0,0.6044764,42,32,12
50,0,0.61270577,42,33,12
50,0,0.71419734,42,39,12
50,0,0.8443007,42,64,12
50,0,0.31406775,46,18,12
50,0,0.3061383,46,30,12
50,0,0.2750037,46,32,12
