Dataset,Run,Explainer,Probability,P1,P2
25,13,Beta,0.5040815,18,32
25,13,Beta,0.5013722,18,33
25,13,Beta,0.50454557,18,39
25,13,Beta,0.49378702,18,42
25,13,Beta,0.5048406,18,46
25,13,Beta,0.5061486,18,50
25,13,Beta,0.50954723,18,53
25,13,Beta,0.4980364,18,60
25,13,Beta,0.49600527,18,74
25,13,Beta,0.5022796,18,76
25,13,Beta,0.49971333,18,98
25,13,Beta,0.44989923,19,18
25,13,Beta,0.44576514,20,18
25,13,Beta,0.4540413,22,18
25,13,Beta,0.4597104,22,32
25,13,Beta,0.4625521,22,33
25,13,Beta,0.45847887,23,9
25,13,Beta,0.45850703,24,18
25,13,Beta,0.46048617,24,25
25,13,Beta,0.45672783,24,26
25,13,Beta,0.46071655,24,30
25,13,Beta,0.46245664,24,31
25,13,Beta,0.4570594,24,32
25,13,Beta,0.46459463,24,33
25,13,Beta,0.45540777,24,74
25,13,Beta,0.4565856,24,98
25,13,Beta,0.45524174,25,18
25,13,Beta,0.46300048,25,24
25,13,Beta,0.46464184,25,26
25,13,Beta,0.46817103,25,32
25,13,Beta,0.45737177,25,42
25,13,Beta,0.455006,25,60
25,13,Beta,0.45422286,26,18
25,13,Beta,0.46496484,26,24
25,13,Beta,0.46264473,26,25
25,13,Beta,0.46823168,26,31
25,13,Beta,0.46477956,26,32
25,13,Beta,0.4657253,26,33
25,13,Beta,0.47148612,26,39
25,13,Beta,0.45644003,26,42
25,13,Beta,0.4619858,26,74
25,13,Beta,0.465121,26,76
25,13,Beta,0.45995152,26,98
25,13,Beta,0.4519629,30,18
25,13,Beta,0.45331398,30,24
25,13,Beta,0.45728734,30,33
25,13,Beta,0.45261362,31,18
25,13,Beta,0.45971987,31,24
25,13,Beta,0.46494985,31,26
25,13,Beta,0.46523932,31,32
25,13,Beta,0.45893395,31,33
25,13,Beta,0.45337486,31,42
25,13,Beta,0.46148583,31,50
25,13,Beta,0.45766476,31,74
25,13,Beta,0.4567641,31,98
25,13,Beta,0.4593171,32,9
25,13,Beta,0.45604435,32,18
25,13,Beta,0.46463656,32,22
25,13,Beta,0.45792064,32,24
25,13,Beta,0.46111256,32,25
25,13,Beta,0.47016856,32,26
25,13,Beta,0.46205282,32,31
25,13,Beta,0.46743163,32,33
25,13,Beta,0.467604,32,46
25,13,Beta,0.46168032,32,98
25,13,Beta,0.45964238,33,18
25,13,Beta,0.46465978,33,22
25,13,Beta,0.45431146,33,24
25,13,Beta,0.46728238,33,26
25,13,Beta,0.45869824,33,30
25,13,Beta,0.46133935,33,31
25,13,Beta,0.46328554,33,32
25,13,Beta,0.4557901,33,42
25,13,Beta,0.45383763,33,74
25,13,Beta,0.45981812,33,98
25,13,Beta,0.44650882,39,18
25,13,Beta,0.45376933,39,26
25,13,Beta,0.44879004,39,42
25,13,Beta,0.4597775,40,9
25,13,Beta,0.44682133,42,18
25,13,Beta,0.45397928,42,25
25,13,Beta,0.46459737,42,26
25,13,Beta,0.45373312,42,31
25,13,Beta,0.45829985,42,33
25,13,Beta,0.4592813,42,39
25,13,Beta,0.4451437,46,18
25,13,Beta,0.46157813,46,32
25,13,Beta,0.4532034,46,50
25,13,Beta,0.45385802,46,98
25,13,Beta,0.45642486,50,18
25,13,Beta,0.46628007,50,31
25,13,Beta,0.45721924,50,46
25,13,Beta,0.4633262,51,9
25,13,Beta,0.4395165,53,18
25,13,Beta,0.45993072,54,9
25,13,Beta,0.45910543,54,17
25,13,Beta,0.4448243,60,18
25,13,Beta,0.44949785,60,25
25,13,Beta,0.4421642,60,98
25,13,Beta,0.4588043,61,9
25,13,Beta,0.45567086,62,9
25,13,Beta,0.46237,69,9
25,13,Beta,0.4586435,71,9
25,13,Beta,0.45168477,74,18
25,13,Beta,0.4596147,74,24
25,13,Beta,0.46129942,74,26
25,13,Beta,0.46161652,74,31
25,13,Beta,0.45851338,74,33
25,13,Beta,0.45569962,74,98
25,13,Beta,0.4457997,76,18
25,13,Beta,0.4483858,76,26
25,13,Beta,0.45460874,97,9
25,13,Beta,0.45082235,98,18
25,13,Beta,0.46111542,98,24
25,13,Beta,0.46797505,98,26
25,13,Beta,0.4598625,98,31
25,13,Beta,0.4598049,98,32
25,13,Beta,0.45792803,98,33
25,13,Beta,0.45848277,98,46
25,13,Beta,0.45448446,98,60
25,13,Beta,0.45448437,98,74
25,14,Beta,0.4520836,7,18
25,14,Beta,0.47609502,9,12
25,14,Beta,0.49044746,9,14
25,14,Beta,0.48881948,9,17
25,14,Beta,0.48076913,9,18
25,14,Beta,0.479392,9,23
25,14,Beta,0.47859523,9,32
25,14,Beta,0.47757545,9,40
25,14,Beta,0.49986616,9,51
25,14,Beta,0.47764567,9,54
25,14,Beta,0.48057047,9,61
25,14,Beta,0.48599777,9,62
25,14,Beta,0.48573178,9,69
25,14,Beta,0.47788608,9,71
25,14,Beta,0.4899217,9,97
25,14,Beta,0.45837516,12,9
25,14,Beta,0.46040088,14,9
25,14,Beta,0.45789057,17,9
25,14,Beta,0.45867774,17,54
25,14,Beta,0.5289337,18,7
25,14,Beta,0.50919145,18,9
25,14,Beta,0.53871304,18,19
25,14,Beta,0.5308221,18,20
25,14,Beta,0.5073024,18,22
25,14,Beta,0.5053826,18,24
25,14,Beta,0.5049248,18,25
25,14,Beta,0.50721306,18,26
25,14,Beta,0.50287557,18,30
25,14,Beta,0.513464,18,31
25,14,Beta,0.5101434,18,32
25,14,Beta,0.50700593,18,33
25,14,Beta,0.51214606,18,39
25,14,Beta,0.5031449,18,42
25,14,Beta,0.50585043,18,46
25,14,Beta,0.50962615,18,50
25,14,Beta,0.5148345,18,53
25,14,Beta,0.50130975,18,60
25,14,Beta,0.5048698,18,74
25,14,Beta,0.50724566,18,76
25,14,Beta,0.50018334,18,98
25,14,Beta,0.4490123,19,18
25,14,Beta,0.4582638,20,18
25,14,Beta,0.45740458,22,18
25,14,Beta,0.46119052,22,32
25,14,Beta,0.45382643,22,33
25,14,Beta,0.45386812,23,9
25,14,Beta,0.4562673,24,18
25,14,Beta,0.45604184,24,25
25,14,Beta,0.4616427,24,26
25,14,Beta,0.46232343,24,30
25,14,Beta,0.46260616,24,31
25,14,Beta,0.46100596,24,32
25,14,Beta,0.4621468,24,33
25,14,Beta,0.449971,24,74
25,14,Beta,0.45389926,24,98
25,14,Beta,0.45939562,25,18
25,14,Beta,0.46576303,25,24
25,14,Beta,0.46831104,25,26
25,14,Beta,0.45884058,25,32
25,14,Beta,0.4612084,25,42
25,14,Beta,0.45458803,25,60
25,14,Beta,0.46023902,26,18
25,14,Beta,0.46163473,26,24
25,14,Beta,0.4641839,26,25
25,14,Beta,0.47356084,26,31
25,14,Beta,0.4633836,26,32
25,14,Beta,0.46811396,26,33
25,14,Beta,0.46975645,26,39
25,14,Beta,0.4632316,26,42
25,14,Beta,0.4587208,26,74
25,14,Beta,0.46968505,26,76
25,14,Beta,0.46570963,26,98
25,14,Beta,0.44707778,30,18
25,14,Beta,0.449135,30,24
25,14,Beta,0.45549634,30,33
25,14,Beta,0.45864967,31,18
25,14,Beta,0.46011788,31,24
25,14,Beta,0.46569335,31,26
25,14,Beta,0.4637591,31,32
25,14,Beta,0.46478683,31,33
25,14,Beta,0.46203905,31,42
25,14,Beta,0.46201202,31,50
25,14,Beta,0.45879647,31,74
25,14,Beta,0.45884874,31,98
25,14,Beta,0.4593399,32,9
25,14,Beta,0.46362257,32,18
25,14,Beta,0.4696985,32,22
25,14,Beta,0.46105108,32,24
25,14,Beta,0.45520967,32,25
25,14,Beta,0.46714306,32,26
25,14,Beta,0.4671943,32,31
25,14,Beta,0.46586117,32,33
25,14,Beta,0.46814308,32,46
25,14,Beta,0.45541483,32,98
25,14,Beta,0.4572028,33,18
25,14,Beta,0.45664477,33,22
25,14,Beta,0.4529695,33,24
25,14,Beta,0.4665196,33,26
25,14,Beta,0.4611023,33,30
25,14,Beta,0.45891017,33,31
25,14,Beta,0.45531905,33,32
25,14,Beta,0.44970146,33,42
25,14,Beta,0.4564893,33,74
25,14,Beta,0.45216557,33,98
25,14,Beta,0.46181366,39,18
25,14,Beta,0.45701084,39,26
25,14,Beta,0.4527481,39,42
25,14,Beta,0.46390453,40,9
25,14,Beta,0.45033047,42,18
25,14,Beta,0.4586662,42,25
25,14,Beta,0.45501626,42,26
25,14,Beta,0.45970416,42,31
25,14,Beta,0.4563,42,33
25,14,Beta,0.4635122,42,39
25,14,Beta,0.4489315,46,18
25,14,Beta,0.45686522,46,32
25,14,Beta,0.4627701,46,50
25,14,Beta,0.45903227,46,98
25,14,Beta,0.4598215,50,18
25,14,Beta,0.46168727,50,31
25,14,Beta,0.4688173,50,46
25,14,Beta,0.4635786,51,9
25,14,Beta,0.44126835,53,18
25,14,Beta,0.45314625,54,9
25,14,Beta,0.4521192,54,17
25,14,Beta,0.4446045,60,18
25,14,Beta,0.44657445,60,25
25,14,Beta,0.45413822,60,98
25,14,Beta,0.45669478,61,9
25,14,Beta,0.45337227,62,9
25,14,Beta,0.4564974,69,9
25,14,Beta,0.45815918,71,9
25,14,Beta,0.45890146,74,18
25,14,Beta,0.4580927,74,24
25,14,Beta,0.46556523,74,26
25,14,Beta,0.45855346,74,31
25,14,Beta,0.46096918,74,33
25,14,Beta,0.4569435,74,98
25,14,Beta,0.44257355,76,18
25,14,Beta,0.45332256,76,26
25,14,Beta,0.45352328,97,9
25,14,Beta,0.45742607,98,18
25,14,Beta,0.4618273,98,24
25,14,Beta,0.46599594,98,26
25,14,Beta,0.46529922,98,31
25,14,Beta,0.45853028,98,32
25,14,Beta,0.4618854,98,33
25,14,Beta,0.462705,98,46
25,14,Beta,0.4619166,98,60
25,14,Beta,0.45066923,98,74
25,15,Beta,0.44760376,7,18
25,15,Beta,0.4828996,9,12
25,15,Beta,0.48784155,9,14
25,15,Beta,0.4831811,9,17
25,15,Beta,0.4870965,9,18
25,15,Beta,0.49178237,9,23
25,15,Beta,0.48714203,9,32
25,15,Beta,0.481554,9,40
25,15,Beta,0.49978033,9,51
25,15,Beta,0.4799641,9,54
25,15,Beta,0.49012345,9,61
25,15,Beta,0.49092153,9,62
25,15,Beta,0.48679015,9,69
25,15,Beta,0.48597896,9,71
25,15,Beta,0.4901676,9,97
25,15,Beta,0.4593577,12,9
25,15,Beta,0.45646757,14,9
25,15,Beta,0.45311445,17,9
25,15,Beta,0.45260304,17,54
25,15,Beta,0.52582717,18,7
25,15,Beta,0.50526834,18,9
25,15,Beta,0.5338425,18,19
25,15,Beta,0.5346383,18,20
25,15,Beta,0.5022486,18,22
25,15,Beta,0.50962573,18,24
25,15,Beta,0.5039375,18,25
25,15,Beta,0.5111823,18,26
25,15,Beta,0.50070447,18,30
25,15,Beta,0.5110835,18,31
25,15,Beta,0.5107579,18,32
25,15,Beta,0.5086046,18,33
25,15,Beta,0.51752657,18,39
25,15,Beta,0.5108825,18,42
25,15,Beta,0.51368904,18,46
25,15,Beta,0.5111924,18,50
25,15,Beta,0.5200081,18,53
25,15,Beta,0.5045769,18,60
25,15,Beta,0.5064809,18,74
25,15,Beta,0.5125908,18,76
25,15,Beta,0.5094946,18,98
25,15,Beta,0.44464326,19,18
25,15,Beta,0.45015243,20,18
25,15,Beta,0.4564193,22,18
25,15,Beta,0.45965937,22,32
25,15,Beta,0.464116,22,33
25,15,Beta,0.45324185,23,9
25,15,Beta,0.45337275,24,18
25,15,Beta,0.45853424,24,25
25,15,Beta,0.45764366,24,26
25,15,Beta,0.45859146,24,30
25,15,Beta,0.45950073,24,31
25,15,Beta,0.46243653,24,32
25,15,Beta,0.4533453,24,33
25,15,Beta,0.45070165,24,74
25,15,Beta,0.45868316,24,98
25,15,Beta,0.46427393,25,18
25,15,Beta,0.46511376,25,24
25,15,Beta,0.4709749,25,26
25,15,Beta,0.4611251,25,32
25,15,Beta,0.4743036,25,42
25,15,Beta,0.45650673,25,60
25,15,Beta,0.45877504,26,18
25,15,Beta,0.46661967,26,24
25,15,Beta,0.46446314,26,25
25,15,Beta,0.46811563,26,31
25,15,Beta,0.47432578,26,32
25,15,Beta,0.4635296,26,33
25,15,Beta,0.47202715,26,39
25,15,Beta,0.4708793,26,42
25,15,Beta,0.46117306,26,74
25,15,Beta,0.4725687,26,76
25,15,Beta,0.46660826,26,98
25,15,Beta,0.44664386,30,18
25,15,Beta,0.45134985,30,24
25,15,Beta,0.45353207,30,33
25,15,Beta,0.4546644,31,18
25,15,Beta,0.46855345,31,24
25,15,Beta,0.46333486,31,26
25,15,Beta,0.4627551,31,32
25,15,Beta,0.45925263,31,33
25,15,Beta,0.4673595,31,42
25,15,Beta,0.46783394,31,50
25,15,Beta,0.44883046,31,74
25,15,Beta,0.46238735,31,98
25,15,Beta,0.4549289,32,9
25,15,Beta,0.46285528,32,18
25,15,Beta,0.45816523,32,22
25,15,Beta,0.46015576,32,24
25,15,Beta,0.46665016,32,25
25,15,Beta,0.46223485,32,26
25,15,Beta,0.46646884,32,31
25,15,Beta,0.4580979,32,33
25,15,Beta,0.4563891,32,46
25,15,Beta,0.46222925,32,98
25,15,Beta,0.45387754,33,18
25,15,Beta,0.46038023,33,22
25,15,Beta,0.45964813,33,24
25,15,Beta,0.46792373,33,26
25,15,Beta,0.45489052,33,30
25,15,Beta,0.46342435,33,31
25,15,Beta,0.46416998,33,32
25,15,Beta,0.46119258,33,42
25,15,Beta,0.45732558,33,74
25,15,Beta,0.46262765,33,98
25,15,Beta,0.4538789,39,18
25,15,Beta,0.4588214,39,26
25,15,Beta,0.45254892,39,42
25,15,Beta,0.46781847,40,9
25,15,Beta,0.4570031,42,18
25,15,Beta,0.45444253,42,25
25,15,Beta,0.46752632,42,26
25,15,Beta,0.45285147,42,31
25,15,Beta,0.45259726,42,33
25,15,Beta,0.46243867,42,39
25,15,Beta,0.45299637,46,18
25,15,Beta,0.46464655,46,32
25,15,Beta,0.45837793,46,50
25,15,Beta,0.45088878,46,98
25,15,Beta,0.4502208,50,18
25,15,Beta,0.4649289,50,31
25,15,Beta,0.46116832,50,46
25,15,Beta,0.4609223,51,9
25,15,Beta,0.43984097,53,18
25,15,Beta,0.4547217,54,9
25,15,Beta,0.44705597,54,17
25,15,Beta,0.44955757,60,18
25,15,Beta,0.44987047,60,25
25,15,Beta,0.45344242,60,98
25,15,Beta,0.4603145,61,9
25,15,Beta,0.45226854,62,9
25,15,Beta,0.45394605,69,9
25,15,Beta,0.45111436,71,9
25,15,Beta,0.4580703,74,18
25,15,Beta,0.45944,74,24
25,15,Beta,0.45987412,74,26
25,15,Beta,0.45591432,74,31
25,15,Beta,0.45757172,74,33
25,15,Beta,0.45328057,74,98
25,15,Beta,0.44609272,76,18
25,15,Beta,0.45524892,76,26
25,15,Beta,0.454123,97,9
25,15,Beta,0.45750034,98,18
25,15,Beta,0.46251854,98,24
25,15,Beta,0.45981318,98,26
25,15,Beta,0.46160504,98,31
25,15,Beta,0.460893,98,32
25,15,Beta,0.45887086,98,33
25,15,Beta,0.45231175,98,46
25,15,Beta,0.4634824,98,60
25,15,Beta,0.45311373,98,74
25,16,Beta,0.4410793,7,18
25,16,Beta,0.47719097,9,12
25,16,Beta,0.49764746,9,14
25,16,Beta,0.48385668,9,17
25,16,Beta,0.48453408,9,18
25,16,Beta,0.4932331,9,23
25,16,Beta,0.4874156,9,32
25,16,Beta,0.48274237,9,40
25,16,Beta,0.5030774,9,51
25,16,Beta,0.4852062,9,54
25,16,Beta,0.484958,9,61
25,16,Beta,0.49397755,9,62
25,16,Beta,0.4892028,9,69
25,16,Beta,0.49725485,9,71
25,16,Beta,0.489159,9,97
25,16,Beta,0.4625974,12,9
25,16,Beta,0.46094918,14,9
25,16,Beta,0.46299136,17,9
25,16,Beta,0.45460445,17,54
25,16,Beta,0.5339288,18,7
25,16,Beta,0.51207685,18,9
25,16,Beta,0.54617137,18,19
25,16,Beta,0.54469955,18,20
25,16,Beta,0.50670946,18,22
25,16,Beta,0.5166157,18,24
25,16,Beta,0.51440495,18,25
25,16,Beta,0.51332897,18,26
25,16,Beta,0.5110387,18,30
25,16,Beta,0.512183,18,31
25,16,Beta,0.5123624,18,32
25,16,Beta,0.5205084,18,33
25,16,Beta,0.5200778,18,39
25,16,Beta,0.50870353,18,42
25,16,Beta,0.5168384,18,46
25,16,Beta,0.5087033,18,50
25,16,Beta,0.52249134,18,53
25,16,Beta,0.50971633,18,60
25,16,Beta,0.50507385,18,74
25,16,Beta,0.51896346,18,76
25,16,Beta,0.5148299,18,98
25,16,Beta,0.44904482,19,18
25,16,Beta,0.45307633,20,18
25,16,Beta,0.45973697,22,18
25,16,Beta,0.4598291,22,32
25,16,Beta,0.46431407,22,33
25,16,Beta,0.4613145,23,9
25,16,Beta,0.45452818,24,18
25,16,Beta,0.45798784,24,25
25,16,Beta,0.46372998,24,26
25,16,Beta,0.45573676,24,30
25,16,Beta,0.45895654,24,31
25,16,Beta,0.46161783,24,32
25,16,Beta,0.46468472,24,33
25,16,Beta,0.4593893,24,74
25,16,Beta,0.45154214,24,98
25,16,Beta,0.46352372,25,18
25,16,Beta,0.4598114,25,24
25,16,Beta,0.46895316,25,26
25,16,Beta,0.4632621,25,32
25,16,Beta,0.46631527,25,42
25,16,Beta,0.46497262,25,60
25,16,Beta,0.4652265,26,18
25,16,Beta,0.47524747,26,24
25,16,Beta,0.46570307,26,25
25,16,Beta,0.4692474,26,31
25,16,Beta,0.47004566,26,32
25,16,Beta,0.47391725,26,33
25,16,Beta,0.4773684,26,39
25,16,Beta,0.4687209,26,42
25,16,Beta,0.46159512,26,74
25,16,Beta,0.48340914,26,76
25,16,Beta,0.47290507,26,98
25,16,Beta,0.44421118,30,18
25,16,Beta,0.4629337,30,24
25,16,Beta,0.45165756,30,33
25,16,Beta,0.4581208,31,18
25,16,Beta,0.4669606,31,24
25,16,Beta,0.46944028,31,26
25,16,Beta,0.46596646,31,32
25,16,Beta,0.47150207,31,33
25,16,Beta,0.4581333,31,42
25,16,Beta,0.46195477,31,50
25,16,Beta,0.45317394,31,74
25,16,Beta,0.461804,31,98
25,16,Beta,0.46250436,32,9
25,16,Beta,0.44895616,32,18
25,16,Beta,0.45506305,32,22
25,16,Beta,0.46601743,32,24
25,16,Beta,0.4501166,32,25
25,16,Beta,0.46316725,32,26
25,16,Beta,0.45875254,32,31
25,16,Beta,0.45815167,32,33
25,16,Beta,0.45915756,32,46
25,16,Beta,0.46042904,32,98
25,16,Beta,0.4564511,33,18
25,16,Beta,0.4545851,33,22
25,16,Beta,0.46435234,33,24
25,16,Beta,0.46331435,33,26
25,16,Beta,0.46060616,33,30
25,16,Beta,0.4644433,33,31
25,16,Beta,0.4573736,33,32
25,16,Beta,0.45967528,33,42
25,16,Beta,0.45031518,33,74
25,16,Beta,0.45612553,33,98
25,16,Beta,0.4479777,39,18
25,16,Beta,0.45874003,39,26
25,16,Beta,0.45688027,39,42
25,16,Beta,0.46242413,40,9
25,16,Beta,0.4536702,42,18
25,16,Beta,0.4555609,42,25
25,16,Beta,0.461673,42,26
25,16,Beta,0.4558087,42,31
25,16,Beta,0.4582339,42,33
25,16,Beta,0.47014982,42,39
25,16,Beta,0.45634156,46,18
25,16,Beta,0.45905074,46,32
25,16,Beta,0.45866382,46,50
25,16,Beta,0.45845136,46,98
25,16,Beta,0.4598674,50,18
25,16,Beta,0.46140966,50,31
25,16,Beta,0.4587079,50,46
25,16,Beta,0.4594729,51,9
25,16,Beta,0.44634312,53,18
25,16,Beta,0.4569455,54,9
25,16,Beta,0.45444527,54,17
25,16,Beta,0.45514786,60,18
25,16,Beta,0.45374826,60,25
25,16,Beta,0.45220777,60,98
25,16,Beta,0.46219054,61,9
25,16,Beta,0.4514258,62,9
25,16,Beta,0.44950143,69,9
25,16,Beta,0.45409903,71,9
25,16,Beta,0.4594272,74,18
25,16,Beta,0.46859327,74,24
25,16,Beta,0.4688736,74,26
25,16,Beta,0.4597741,74,31
25,16,Beta,0.47009474,74,33
25,16,Beta,0.46531254,74,98
25,16,Beta,0.4432555,76,18
25,16,Beta,0.45285586,76,26
25,16,Beta,0.46281806,97,9
25,16,Beta,0.45162284,98,18
25,16,Beta,0.46028325,98,24
25,16,Beta,0.45941523,98,26
25,16,Beta,0.46234542,98,31
25,16,Beta,0.45861754,98,32
25,16,Beta,0.46325767,98,33
25,16,Beta,0.46098998,98,46
25,16,Beta,0.45282298,98,60
25,16,Beta,0.45585,98,74
25,17,Beta,0.4423894,7,18
25,17,Beta,0.4873438,9,12
25,17,Beta,0.4966063,9,14
25,17,Beta,0.4879769,9,17
25,17,Beta,0.49040028,9,18
25,17,Beta,0.49953932,9,23
25,17,Beta,0.488501,9,32
25,17,Beta,0.49582753,9,40
25,17,Beta,0.50621223,9,51
25,17,Beta,0.48415357,9,54
25,17,Beta,0.4925017,9,61
25,17,Beta,0.50011915,9,62
25,17,Beta,0.49277753,9,69
25,17,Beta,0.49694258,9,71
25,17,Beta,0.49169877,9,97
25,17,Beta,0.46486855,12,9
25,17,Beta,0.45620385,14,9
25,17,Beta,0.45301026,17,9
25,17,Beta,0.45812333,17,54
25,17,Beta,0.53733563,18,7
25,17,Beta,0.5202567,18,9
25,17,Beta,0.55348825,18,19
25,17,Beta,0.54059774,18,20
25,17,Beta,0.5119899,18,22
25,17,Beta,0.51430106,18,24
25,17,Beta,0.5153412,18,25
25,17,Beta,0.51589364,18,26
25,17,Beta,0.51087373,18,30
25,17,Beta,0.5098785,18,31
25,17,Beta,0.5168314,18,32
25,17,Beta,0.5162616,18,33
25,17,Beta,0.5170218,18,39
25,17,Beta,0.50864047,18,42
25,17,Beta,0.51554465,18,46
25,17,Beta,0.51632285,18,50
25,17,Beta,0.5224615,18,53
25,17,Beta,0.51112795,18,60
25,17,Beta,0.5149915,18,74
25,17,Beta,0.518789,18,76
25,17,Beta,0.5151534,18,98
25,17,Beta,0.44490516,19,18
25,17,Beta,0.45364374,20,18
25,17,Beta,0.46135604,22,18
25,17,Beta,0.4541794,22,32
25,17,Beta,0.45699093,22,33
25,17,Beta,0.45620757,23,9
25,17,Beta,0.45749858,24,18
25,17,Beta,0.46107993,24,25
25,17,Beta,0.45853195,24,26
25,17,Beta,0.46155313,24,30
25,17,Beta,0.46398735,24,31
25,17,Beta,0.46148878,24,32
25,17,Beta,0.46634546,24,33
25,17,Beta,0.45955113,24,74
25,17,Beta,0.45868754,24,98
25,17,Beta,0.4589742,25,18
25,17,Beta,0.46318638,25,24
25,17,Beta,0.46674478,25,26
25,17,Beta,0.46794063,25,32
25,17,Beta,0.4607261,25,42
25,17,Beta,0.45651352,25,60
25,17,Beta,0.4621673,26,18
25,17,Beta,0.46636754,26,24
25,17,Beta,0.47015566,26,25
25,17,Beta,0.47365782,26,31
25,17,Beta,0.46828896,26,32
25,17,Beta,0.46567982,26,33
25,17,Beta,0.47713134,26,39
25,17,Beta,0.4676979,26,42
25,17,Beta,0.4680005,26,74
25,17,Beta,0.47882777,26,76
25,17,Beta,0.4686188,26,98
25,17,Beta,0.45273095,30,18
25,17,Beta,0.45560902,30,24
25,17,Beta,0.4636505,30,33
25,17,Beta,0.4563594,31,18
25,17,Beta,0.46193877,31,24
25,17,Beta,0.46252608,31,26
25,17,Beta,0.46169132,31,32
25,17,Beta,0.4665393,31,33
25,17,Beta,0.46255308,31,42
25,17,Beta,0.46479222,31,50
25,17,Beta,0.47014508,31,74
25,17,Beta,0.47093776,31,98
25,17,Beta,0.46106133,32,9
25,17,Beta,0.448851,32,18
25,17,Beta,0.46056953,32,22
25,17,Beta,0.45595425,32,24
25,17,Beta,0.4607983,32,25
25,17,Beta,0.46058282,32,26
25,17,Beta,0.46468687,32,31
25,17,Beta,0.46353465,32,33
25,17,Beta,0.4587481,32,46
25,17,Beta,0.45811713,32,98
25,17,Beta,0.45592862,33,18
25,17,Beta,0.4608536,33,22
25,17,Beta,0.46020338,33,24
25,17,Beta,0.46450683,33,26
25,17,Beta,0.45960772,33,30
25,17,Beta,0.46372402,33,31
25,17,Beta,0.45972618,33,32
25,17,Beta,0.45667592,33,42
25,17,Beta,0.45995307,33,74
25,17,Beta,0.45906582,33,98
25,17,Beta,0.44940788,39,18
25,17,Beta,0.46705624,39,26
25,17,Beta,0.4523939,39,42
25,17,Beta,0.46076488,40,9
25,17,Beta,0.45443583,42,18
25,17,Beta,0.45996475,42,25
25,17,Beta,0.46076846,42,26
25,17,Beta,0.45976642,42,31
25,17,Beta,0.4658689,42,33
25,17,Beta,0.46049306,42,39
25,17,Beta,0.4514714,46,18
25,17,Beta,0.46236816,46,32
25,17,Beta,0.46473506,46,50
25,17,Beta,0.45901564,46,98
25,17,Beta,0.4505828,50,18
25,17,Beta,0.4600352,50,31
25,17,Beta,0.4577129,50,46
25,17,Beta,0.4633988,51,9
25,17,Beta,0.43979654,53,18
25,17,Beta,0.44791484,54,9
25,17,Beta,0.45264718,54,17
25,17,Beta,0.45075434,60,18
25,17,Beta,0.4490273,60,25
25,17,Beta,0.45454013,60,98
25,17,Beta,0.4582878,61,9
25,17,Beta,0.46454486,62,9
25,17,Beta,0.45566675,69,9
25,17,Beta,0.450812,71,9
25,17,Beta,0.45345336,74,18
25,17,Beta,0.4571521,74,24
25,17,Beta,0.46327,74,26
25,17,Beta,0.45811158,74,31
25,17,Beta,0.46155176,74,33
25,17,Beta,0.45350635,74,98
25,17,Beta,0.44444102,76,18
25,17,Beta,0.4533907,76,26
25,17,Beta,0.45536718,97,9
25,17,Beta,0.44981334,98,18
25,17,Beta,0.45088643,98,24
25,17,Beta,0.4522329,98,26
25,17,Beta,0.45512465,98,31
25,17,Beta,0.46104658,98,32
25,17,Beta,0.4586711,98,33
25,17,Beta,0.45552015,98,46
25,17,Beta,0.45053202,98,60
25,17,Beta,0.449012,98,74
25,18,Beta,0.44032192,7,18
25,18,Beta,0.48549867,9,12
25,18,Beta,0.5002715,9,14
25,18,Beta,0.49284315,9,17
25,18,Beta,0.4871745,9,18
25,18,Beta,0.49359974,9,23
25,18,Beta,0.49352872,9,32
25,18,Beta,0.4906538,9,40
25,18,Beta,0.50686353,9,51
25,18,Beta,0.48448154,9,54
25,18,Beta,0.5014871,9,61
25,18,Beta,0.4960727,9,62
25,18,Beta,0.49224913,9,69
25,18,Beta,0.49827096,9,71
25,18,Beta,0.4944231,9,97
25,18,Beta,0.46311265,12,9
25,18,Beta,0.4492674,14,9
25,18,Beta,0.46149713,17,9
25,18,Beta,0.4598943,17,54
25,18,Beta,0.53686064,18,7
25,18,Beta,0.5180605,18,9
25,18,Beta,0.55984527,18,19
25,18,Beta,0.5480033,18,20
25,18,Beta,0.51541096,18,22
25,18,Beta,0.52309006,18,24
25,18,Beta,0.51473004,18,25
25,18,Beta,0.5124888,18,26
25,18,Beta,0.50930554,18,30
25,18,Beta,0.51362884,18,31
25,18,Beta,0.5163168,18,32
25,18,Beta,0.5194422,18,33
25,18,Beta,0.51564974,18,39
25,18,Beta,0.51833177,18,42
25,18,Beta,0.5193374,18,46
25,18,Beta,0.519747,18,50
25,18,Beta,0.5376291,18,53
25,18,Beta,0.5094457,18,60
25,18,Beta,0.50894356,18,74
25,18,Beta,0.5258932,18,76
25,18,Beta,0.5155795,18,98
25,18,Beta,0.43899804,19,18
25,18,Beta,0.45911133,20,18
25,18,Beta,0.45323056,22,18
25,18,Beta,0.45828345,22,32
25,18,Beta,0.4578871,22,33
25,18,Beta,0.45829278,23,9
25,18,Beta,0.45151034,24,18
25,18,Beta,0.46041968,24,25
25,18,Beta,0.45837158,24,26
25,18,Beta,0.45358413,24,30
25,18,Beta,0.45594493,24,31
25,18,Beta,0.46035147,24,32
25,18,Beta,0.4622864,24,33
25,18,Beta,0.4594358,24,74
25,18,Beta,0.45748457,24,98
25,18,Beta,0.45759103,25,18
25,18,Beta,0.4621888,25,24
