GT,Edge Probability,Category
1,0.6188643,True Positive
0,0.57006806,False Positive
0,0.56185335,False Positive
1,0.61016214,True Positive
1,0.5764742,True Positive
1,0.6417723,True Positive
1,0.5635977,True Positive
0,0.6317582,False Positive
1,0.6810484,True Positive
1,0.60509473,True Positive
1,0.6104714,True Positive
0,0.56822187,False Positive
0,0.59229416,False Positive
1,0.61860067,True Positive
1,0.5819869,True Positive
1,0.5991919,True Positive
0,0.5879931,False Positive
0,0.6255694,False Positive
1,0.5244809,True Positive
1,0.5305709,True Positive
1,0.5120748,True Positive
0,0.53391945,False Positive
0,0.56604177,False Positive
0,0.54864246,False Positive
0,0.554127,False Positive
0,0.5499191,False Positive
1,0.63392276,True Positive
1,0.57773995,True Positive
0,0.60919356,False Positive
0,0.58385634,False Positive
0,0.5753189,False Positive
0,0.5258563,False Positive
0,0.47797006,False Positive
0,0.51542324,False Positive
1,0.56238943,True Positive
1,0.585752,True Positive
1,0.61401534,True Positive
1,0.5619439,True Positive
1,0.63472253,True Positive
1,0.5761392,True Positive
1,0.5427934,True Positive
1,0.5772873,True Positive
1,0.5980822,True Positive
1,0.535399,True Positive
1,0.60399896,True Positive
0,0.605557,False Positive
1,0.6245658,True Positive
1,0.60713977,True Positive
0,0.55572706,False Positive
0,0.5973471,False Positive
0,0.54078734,False Positive
1,0.5186376,True Positive
1,0.51781404,True Positive
0,0.5886382,False Positive
1,0.52303094,True Positive
1,0.65264016,True Positive
1,0.6437663,True Positive
0,0.6086732,False Positive
1,0.62037253,True Positive
1,0.6075576,True Positive
1,0.53156984,True Positive
1,0.53589404,True Positive
1,0.52367353,True Positive
1,0.5210697,True Positive
1,0.5488606,True Positive
1,0.6215329,True Positive
0,0.59370995,False Positive
0,0.62945604,False Positive
0,0.6645259,False Positive
0,0.659055,False Positive
0,0.4835627,False Positive
0,0.6156991,False Positive
0,0.5666021,False Positive
0,0.5518428,False Positive
0,0.5835111,False Positive
1,0.5539277,True Positive
1,0.56858724,True Positive
0,0.48827282,False Positive
0,0.5258272,False Positive
0,0.5033354,False Positive
1,0.54411155,True Positive
1,0.53607845,True Positive
1,0.533355,True Positive
0,0.56132406,False Positive
1,0.59885925,True Positive
1,0.5875872,True Positive
1,0.6150249,True Positive
0,0.6398425,False Positive
0,0.64698184,False Positive
0,0.551813,False Positive
1,0.6244786,True Positive
1,0.64980215,True Positive
1,0.63204294,True Positive
1,0.62030566,True Positive
1,0.564083,True Positive
0,0.49688682,False Positive
0,0.48569405,False Positive
1,0.5932748,True Positive
1,0.558105,True Positive
