,Source,Explainer,Probability,P1,P2,Run
1448,Wisconsin,Beta,0.60758674,210,183,3
1449,Wisconsin,Beta,0.6381182,179,158,3
1450,Wisconsin,Beta,0.6257863,75,199,3
1451,Wisconsin,Beta,0.4295609,75,156,3
1452,Wisconsin,Beta,0.52099115,75,172,3
1453,Wisconsin,Beta,0.52640486,75,153,3
1454,Wisconsin,Beta,0.57314146,75,184,3
1455,Wisconsin,Beta,0.5478225,75,183,3
1456,Wisconsin,Beta,0.46038756,75,77,3
1457,Wisconsin,Beta,0.51558954,12,12,3
1458,Wisconsin,Beta,0.51120406,232,209,3
1459,Wisconsin,Beta,0.39574146,66,3,3
1460,Wisconsin,Beta,0.5847191,3,204,3
1461,Wisconsin,Beta,0.5674949,3,52,3
1462,Wisconsin,Beta,0.67445254,146,136,3
1463,Wisconsin,Beta,0.66707337,222,20,3
1464,Wisconsin,Beta,0.5699224,5,32,3
1465,Wisconsin,Beta,0.6306003,101,97,3
1466,Wisconsin,Beta,0.6162835,101,115,3
1467,Wisconsin,Beta,0.6274449,101,5,3
1468,Wisconsin,Beta,0.5743138,140,140,3
1469,Wisconsin,Beta,0.6596345,226,41,3
1470,Wisconsin,Beta,0.53770393,119,129,3
1471,Wisconsin,Beta,0.58836377,46,54,3
1472,Wisconsin,Beta,0.6324271,46,119,3
1473,Wisconsin,Beta,0.59078103,46,129,3
1474,Wisconsin,Beta,0.49953192,165,159,3
1475,Wisconsin,Beta,0.5477656,165,129,3
1476,Wisconsin,Beta,0.55625427,129,54,3
1477,Wisconsin,Beta,0.5111592,129,159,3
1478,Wisconsin,Beta,0.59759533,129,119,3
1479,Wisconsin,Beta,0.5930066,129,46,3
1480,Wisconsin,Beta,0.5695324,129,165,3
1481,Wisconsin,Beta,0.4186653,78,87,3
1482,Wisconsin,Beta,0.54869246,189,171,3
1483,Wisconsin,Beta,0.44739762,189,93,3
1484,Wisconsin,Beta,0.47234222,92,163,3
1485,Wisconsin,Beta,0.48340675,92,170,3
1486,Wisconsin,Beta,0.5195805,92,161,3
1487,Wisconsin,Beta,0.45335206,92,93,3
1488,Wisconsin,Beta,0.57465804,11,87,3
1489,Wisconsin,Beta,0.6914766,11,127,3
1490,Wisconsin,Beta,0.6246478,47,11,3
1491,Wisconsin,Beta,0.45749867,126,29,3
1492,Wisconsin,Beta,0.5182082,126,68,3
1493,Wisconsin,Beta,0.45338383,126,69,3
1494,Wisconsin,Beta,0.6742074,214,37,3
1495,Wisconsin,Beta,0.5225996,37,191,3
1496,Wisconsin,Beta,0.52850354,37,214,3
1497,Wisconsin,Beta,0.6072195,37,37,3
1498,Wisconsin,Beta,0.5162875,122,178,3
1499,Wisconsin,Beta,0.5713019,122,41,3
1500,Wisconsin,Beta,0.58833617,130,139,3
1501,Wisconsin,Beta,0.5284398,130,18,3
1502,Wisconsin,Beta,0.61441416,248,132,3
1503,Wisconsin,Beta,0.56234413,181,155,3
1504,Wisconsin,Beta,0.4725744,155,204,3
1505,Wisconsin,Beta,0.4549859,155,52,3
1506,Wisconsin,Beta,0.51490754,155,181,3
1507,Wisconsin,Beta,0.5390782,246,97,3
1508,Wisconsin,Beta,0.5258955,246,115,3
1509,Wisconsin,Beta,0.5369319,246,5,3
1510,Wisconsin,Beta,0.7161048,35,20,3
1511,Wisconsin,Beta,0.5223331,250,35,3
1512,Wisconsin,Beta,0.6173332,200,247,3
1513,Wisconsin,Beta,0.49321568,180,178,3
1514,Wisconsin,Beta,0.5290712,30,204,3
1515,Wisconsin,Beta,0.51279,30,52,3
1516,Wisconsin,Beta,0.6184615,74,203,3
1517,Wisconsin,Beta,0.5251794,203,74,3
1518,Wisconsin,Beta,0.555585,203,203,3
1519,Wisconsin,Beta,0.555342,69,29,3
1520,Wisconsin,Beta,0.6169762,69,41,3
1521,Wisconsin,Beta,0.547532,69,126,3
1522,Wisconsin,Beta,0.45649716,167,202,3
1523,Wisconsin,Beta,0.5678241,202,167,3
1524,Wisconsin,Beta,0.6242493,43,217,3
1525,Wisconsin,Beta,0.44837403,183,156,3
1526,Wisconsin,Beta,0.4213147,44,178,3
1527,Wisconsin,Beta,0.38202277,44,241,3
1528,Wisconsin,Beta,0.47306636,44,41,3
1529,Wisconsin,Beta,0.4470432,44,9,3
1530,Wisconsin,Beta,0.49266708,44,173,3
1531,Wisconsin,Beta,0.46979502,44,140,3
1532,Wisconsin,Beta,0.48221153,44,182,3
1533,Wisconsin,Beta,0.43284425,44,122,3
1534,Wisconsin,Beta,0.41653174,44,31,3
1535,Wisconsin,Beta,0.5081992,107,217,3
1536,Wisconsin,Beta,0.5580466,107,124,3
1537,Wisconsin,Beta,0.505543,107,10,3
1538,Wisconsin,Beta,0.5249829,107,183,3
1539,Wisconsin,Beta,0.5806321,239,167,3
1540,Wisconsin,Beta,0.60625976,206,33,3
1541,Wisconsin,Beta,0.66874427,206,171,3
1542,Wisconsin,Beta,0.681342,206,201,3
1543,Wisconsin,Beta,0.5478748,58,12,3
1544,Wisconsin,Beta,0.46388134,219,63,3
1545,Wisconsin,Beta,0.54158884,63,78,4
1546,Wisconsin,Beta,0.51773363,63,92,4
1547,Wisconsin,Beta,0.5197161,27,63,4
1548,Wisconsin,Beta,0.43186113,27,111,4
1549,Wisconsin,Beta,0.5121878,110,12,4
1550,Wisconsin,Beta,0.57860506,98,63,4
1551,Wisconsin,Beta,0.6092269,98,27,4
1552,Wisconsin,Beta,0.577592,98,244,4
1553,Wisconsin,Beta,0.58031416,98,147,4
1554,Wisconsin,Beta,0.5755041,98,86,4
1555,Wisconsin,Beta,0.57188016,98,163,4
1556,Wisconsin,Beta,0.618716,98,132,4
1557,Wisconsin,Beta,0.5030397,98,175,4
1558,Wisconsin,Beta,0.55535173,98,19,4
1559,Wisconsin,Beta,0.5805784,98,17,4
1560,Wisconsin,Beta,0.620725,98,190,4
1561,Wisconsin,Beta,0.65015656,98,102,4
1562,Wisconsin,Beta,0.5590342,98,114,4
1563,Wisconsin,Beta,0.5549356,98,170,4
1564,Wisconsin,Beta,0.5165789,98,243,4
1565,Wisconsin,Beta,0.5113791,98,6,4
1566,Wisconsin,Beta,0.532396,98,57,4
1567,Wisconsin,Beta,0.5514196,98,67,4
1568,Wisconsin,Beta,0.5576222,98,211,4
1569,Wisconsin,Beta,0.5839789,98,29,4
1570,Wisconsin,Beta,0.57540154,98,33,4
1571,Wisconsin,Beta,0.5383005,98,144,4
1572,Wisconsin,Beta,0.5977666,98,109,4
1573,Wisconsin,Beta,0.60423625,98,96,4
1574,Wisconsin,Beta,0.54052955,98,204,4
1575,Wisconsin,Beta,0.5420418,98,52,4
1576,Wisconsin,Beta,0.61650485,98,59,4
1577,Wisconsin,Beta,0.45861134,98,60,4
1578,Wisconsin,Beta,0.6058593,98,4,4
1579,Wisconsin,Beta,0.614736,98,131,4
1580,Wisconsin,Beta,0.6619974,98,174,4
1581,Wisconsin,Beta,0.5889536,98,113,4
1582,Wisconsin,Beta,0.59958965,98,82,4
1583,Wisconsin,Beta,0.5149325,98,25,4
1584,Wisconsin,Beta,0.535929,98,54,4
1585,Wisconsin,Beta,0.5143629,98,138,4
1586,Wisconsin,Beta,0.48914355,98,213,4
1587,Wisconsin,Beta,0.53036726,98,41,4
1588,Wisconsin,Beta,0.57597804,98,177,4
1589,Wisconsin,Beta,0.582342,98,171,4
1590,Wisconsin,Beta,0.54311985,98,172,4
1591,Wisconsin,Beta,0.52862716,98,125,4
1592,Wisconsin,Beta,0.5753544,98,8,4
1593,Wisconsin,Beta,0.5549737,98,123,4
1594,Wisconsin,Beta,0.54199183,98,145,4
1595,Wisconsin,Beta,0.49386114,98,111,4
1596,Wisconsin,Beta,0.5952433,98,139,4
1597,Wisconsin,Beta,0.54659617,98,137,4
1598,Wisconsin,Beta,0.6205597,98,76,4
1599,Wisconsin,Beta,0.57123744,98,45,4
1600,Wisconsin,Beta,0.5879506,98,238,4
1601,Wisconsin,Beta,0.49549145,98,15,4
1602,Wisconsin,Beta,0.5699108,98,153,4
1603,Wisconsin,Beta,0.5108413,98,32,4
1604,Wisconsin,Beta,0.47304142,98,235,4
1605,Wisconsin,Beta,0.6084535,98,230,4
1606,Wisconsin,Beta,0.5749426,98,237,4
1607,Wisconsin,Beta,0.56387013,98,192,4
1608,Wisconsin,Beta,0.5006262,98,168,4
1609,Wisconsin,Beta,0.5229911,98,173,4
1610,Wisconsin,Beta,0.48711455,98,28,4
1611,Wisconsin,Beta,0.5011575,98,104,4
1612,Wisconsin,Beta,0.5670432,98,124,4
1613,Wisconsin,Beta,0.58953685,98,135,4
1614,Wisconsin,Beta,0.4935776,98,2,4
1615,Wisconsin,Beta,0.5957041,98,68,4
1616,Wisconsin,Beta,0.5870372,98,205,4
1617,Wisconsin,Beta,0.5142802,98,169,4
1618,Wisconsin,Beta,0.5891647,98,229,4
1619,Wisconsin,Beta,0.67060226,98,88,4
1620,Wisconsin,Beta,0.6372127,98,16,4
1621,Wisconsin,Beta,0.5663215,98,157,4
1622,Wisconsin,Beta,0.57115537,98,1,4
1623,Wisconsin,Beta,0.4646064,98,227,4
1624,Wisconsin,Beta,0.6119465,98,154,4
1625,Wisconsin,Beta,0.58909255,98,10,4
1626,Wisconsin,Beta,0.5268386,98,184,4
1627,Wisconsin,Beta,0.53475624,98,22,4
1628,Wisconsin,Beta,0.5497472,98,75,4
1629,Wisconsin,Beta,0.59363115,98,220,4
1630,Wisconsin,Beta,0.532482,98,216,4
1631,Wisconsin,Beta,0.53191626,98,12,4
1632,Wisconsin,Beta,0.6180782,98,80,4
1633,Wisconsin,Beta,0.48395807,98,146,4
1634,Wisconsin,Beta,0.56527257,98,95,4
1635,Wisconsin,Beta,0.5707709,98,209,4
1636,Wisconsin,Beta,0.54477704,98,94,4
1637,Wisconsin,Beta,0.60697246,98,133,4
1638,Wisconsin,Beta,0.50472635,98,187,4
1639,Wisconsin,Beta,0.52167386,98,55,4
1640,Wisconsin,Beta,0.4877204,98,129,4
1641,Wisconsin,Beta,0.5959643,98,78,4
1642,Wisconsin,Beta,0.50493604,98,189,4
1643,Wisconsin,Beta,0.49948356,98,93,4
1644,Wisconsin,Beta,0.5684004,98,92,4
1645,Wisconsin,Beta,0.54327565,98,182,4
1646,Wisconsin,Beta,0.62054646,98,14,4
1647,Wisconsin,Beta,0.50538856,98,11,4
1648,Wisconsin,Beta,0.62351054,98,47,4
1649,Wisconsin,Beta,0.5612969,98,193,4
1650,Wisconsin,Beta,0.50540733,98,126,4
1651,Wisconsin,Beta,0.588699,98,37,4
1652,Wisconsin,Beta,0.56257826,98,40,4
1653,Wisconsin,Beta,0.56274635,98,99,4
1654,Wisconsin,Beta,0.56375533,98,130,4
1655,Wisconsin,Beta,0.49199232,98,18,4
1656,Wisconsin,Beta,0.6230854,98,155,4
1657,Wisconsin,Beta,0.5817044,98,35,4
1658,Wisconsin,Beta,0.656369,98,203,4
1659,Wisconsin,Beta,0.5725739,98,134,4
1660,Wisconsin,Beta,0.550473,98,56,4
1661,Wisconsin,Beta,0.5201508,98,69,4
1662,Wisconsin,Beta,0.49702963,98,23,4
1663,Wisconsin,Beta,0.5444095,98,167,4
1664,Wisconsin,Beta,0.5475676,98,202,4
1665,Wisconsin,Beta,0.5520632,98,105,4
1666,Wisconsin,Beta,0.6298644,98,183,4
1667,Wisconsin,Beta,0.61412627,98,44,4
1668,Wisconsin,Beta,0.55232537,98,77,4
1669,Wisconsin,Beta,0.5089246,98,13,4
1670,Wisconsin,Beta,0.57241666,98,58,4
1671,Wisconsin,Beta,0.5689839,98,218,4
1672,Wisconsin,Beta,0.43985802,64,57,4
1673,Wisconsin,Beta,0.3588129,64,234,4
1674,Wisconsin,Beta,0.44223404,64,12,4
1675,Wisconsin,Beta,0.56752104,212,75,4
1676,Wisconsin,Beta,0.62341064,231,185,4
1677,Wisconsin,Beta,0.55355203,231,143,4
1678,Wisconsin,Beta,0.57425565,231,75,4
1679,Wisconsin,Beta,0.59353626,198,231,4
1680,Wisconsin,Beta,0.5789035,198,147,4
1681,Wisconsin,Beta,0.53103185,186,147,4
1682,Wisconsin,Beta,0.50561,186,67,4
1683,Wisconsin,Beta,0.5708042,186,131,4
1684,Wisconsin,Beta,0.6175897,186,160,4
1685,Wisconsin,Beta,0.54004866,186,238,4
1686,Wisconsin,Beta,0.44822618,186,15,4
1687,Wisconsin,Beta,0.4463729,244,138,4
1688,Wisconsin,Beta,0.43877792,244,187,4
1689,Wisconsin,Beta,0.5267191,147,198,4
1690,Wisconsin,Beta,0.5397347,147,67,4
1691,Wisconsin,Beta,0.6558768,147,160,4
1692,Wisconsin,Beta,0.57924706,147,238,4
1693,Wisconsin,Beta,0.66748303,147,151,4
1694,Wisconsin,Beta,0.5126933,147,184,4
1695,Wisconsin,Beta,0.5219398,86,204,4
1696,Wisconsin,Beta,0.52196914,86,52,4
1697,Wisconsin,Beta,0.5634008,103,29,4
1698,Wisconsin,Beta,0.5132439,103,41,4
1699,Wisconsin,Beta,0.4561561,103,51,4
1700,Wisconsin,Beta,0.36276254,163,93,4
1701,Wisconsin,Beta,0.5441615,175,36,4
1702,Wisconsin,Beta,0.41663995,188,128,4
1703,Wisconsin,Beta,0.57596177,188,178,4
1704,Wisconsin,Beta,0.4697196,188,173,4
1705,Wisconsin,Beta,0.5991485,128,188,4
1706,Wisconsin,Beta,0.5104448,128,207,4
1707,Wisconsin,Beta,0.6375453,128,178,4
1708,Wisconsin,Beta,0.5281808,128,173,4
1709,Wisconsin,Beta,0.48070875,207,208,4
1710,Wisconsin,Beta,0.6168965,207,178,4
1711,Wisconsin,Beta,0.5047279,207,173,4
1712,Wisconsin,Beta,0.5449729,208,178,4
1713,Wisconsin,Beta,0.44022647,208,173,4
1714,Wisconsin,Beta,0.5079925,190,204,4
1715,Wisconsin,Beta,0.50671154,190,52,4
1716,Wisconsin,Beta,0.5049357,176,53,4
1717,Wisconsin,Beta,0.5777831,102,85,4
1718,Wisconsin,Beta,0.5291952,102,31,4
1719,Wisconsin,Beta,0.40696993,48,221,4
1720,Wisconsin,Beta,0.5268741,48,211,4
1721,Wisconsin,Beta,0.47116202,114,204,4
1722,Wisconsin,Beta,0.47649214,114,52,4
1723,Wisconsin,Beta,0.5090286,170,243,4
1724,Wisconsin,Beta,0.5061119,170,6,4
1725,Wisconsin,Beta,0.53198713,170,54,4
1726,Wisconsin,Beta,0.56708586,170,35,4
1727,Wisconsin,Beta,0.5875278,243,170,4
1728,Wisconsin,Beta,0.46350908,6,170,4
1729,Wisconsin,Beta,0.5255115,57,204,4
1730,Wisconsin,Beta,0.5267169,57,52,4
1731,Wisconsin,Beta,0.53144634,211,97,4
1732,Wisconsin,Beta,0.5774787,211,115,4
1733,Wisconsin,Beta,0.5408626,211,5,4
1734,Wisconsin,Beta,0.4866291,29,41,4
1735,Wisconsin,Beta,0.45742622,29,126,4
1736,Wisconsin,Beta,0.57694894,233,142,4
1737,Wisconsin,Beta,0.4673814,144,144,4
1738,Wisconsin,Beta,0.46183002,144,12,4
1739,Wisconsin,Beta,0.6125541,108,144,4
1740,Wisconsin,Beta,0.4586041,118,198,4
1741,Wisconsin,Beta,0.5105306,118,37,4
1742,Wisconsin,Beta,0.55654633,96,217,4
1743,Wisconsin,Beta,0.62721443,96,112,4
1744,Wisconsin,Beta,0.5537559,20,170,4
1745,Wisconsin,Beta,0.51446646,20,243,4
1746,Wisconsin,Beta,0.5738939,20,149,4
1747,Wisconsin,Beta,0.57552755,20,35,4
1748,Wisconsin,Beta,0.52145433,204,190,4
1749,Wisconsin,Beta,0.4368537,204,57,4
1750,Wisconsin,Beta,0.44400722,204,97,4
1751,Wisconsin,Beta,0.49315605,204,115,4
1752,Wisconsin,Beta,0.5048291,204,49,4
1753,Wisconsin,Beta,0.4021234,204,66,4
1754,Wisconsin,Beta,0.45427203,204,5,4
1755,Wisconsin,Beta,0.6078042,97,211,4
1756,Wisconsin,Beta,0.6143935,97,45,4
1757,Wisconsin,Beta,0.54823107,97,168,4
1758,Wisconsin,Beta,0.5914994,0,20,4
1759,Wisconsin,Beta,0.4598199,0,28,4
1760,Wisconsin,Beta,0.47380558,0,104,4
1761,Wisconsin,Beta,0.54108596,0,99,4
1762,Wisconsin,Beta,0.70523393,0,200,4
1763,Wisconsin,Beta,0.562797,7,0,4
1764,Wisconsin,Beta,0.57005066,7,242,4
1765,Wisconsin,Beta,0.5761525,242,170,4
1766,Wisconsin,Beta,0.5344207,242,6,4
1767,Wisconsin,Beta,0.534037,242,233,4
1768,Wisconsin,Beta,0.61650026,242,109,4
1769,Wisconsin,Beta,0.48509824,242,7,4
1770,Wisconsin,Beta,0.56489146,242,150,4
1771,Wisconsin,Beta,0.5881967,242,194,4
1772,Wisconsin,Beta,0.6065863,242,215,4
1773,Wisconsin,Beta,0.6035649,242,171,4
1774,Wisconsin,Beta,0.5657045,242,38,4
1775,Wisconsin,Beta,0.5953098,242,149,4
1776,Wisconsin,Beta,0.6931072,242,24,4
1777,Wisconsin,Beta,0.5484325,242,249,4
1778,Wisconsin,Beta,0.5080993,242,28,4
1779,Wisconsin,Beta,0.61108226,242,205,4
1780,Wisconsin,Beta,0.57742214,242,148,4
1781,Wisconsin,Beta,0.61098176,242,21,4
1782,Wisconsin,Beta,0.5338063,242,74,4
1783,Wisconsin,Beta,0.56371516,242,167,4
1784,Wisconsin,Beta,0.5682616,242,202,4
1785,Wisconsin,Beta,0.6512415,217,96,4
1786,Wisconsin,Beta,0.5403596,217,217,4
1787,Wisconsin,Beta,0.55589,112,112,4
1788,Wisconsin,Beta,0.39596844,4,195,4
1789,Wisconsin,Beta,0.576411,158,229,4
1790,Wisconsin,Beta,0.6249156,199,84,4
1791,Wisconsin,Beta,0.6467016,199,8,4
1792,Wisconsin,Beta,0.616874,199,145,4
1793,Wisconsin,Beta,0.5885431,199,32,4
1794,Wisconsin,Beta,0.61563146,53,33,4
1795,Wisconsin,Beta,0.5749417,53,216,4
1796,Wisconsin,Beta,0.5940715,53,195,4
1797,Wisconsin,Beta,0.5551093,89,211,4
1798,Wisconsin,Beta,0.5282313,89,216,4
1799,Wisconsin,Beta,0.55201465,89,195,4
1800,Wisconsin,Beta,0.5428857,89,202,4
1801,Wisconsin,Beta,0.5300766,152,57,4
1802,Wisconsin,Beta,0.55483437,152,211,4
1803,Wisconsin,Beta,0.5275268,152,216,4
1804,Wisconsin,Beta,0.5288539,152,12,4
1805,Wisconsin,Beta,0.5488197,152,105,4
1806,Wisconsin,Beta,0.5072777,34,132,4
1807,Wisconsin,Beta,0.3942465,34,104,4
1808,Wisconsin,Beta,0.51188123,91,171,4
1809,Wisconsin,Beta,0.48790807,91,123,4
1810,Wisconsin,Beta,0.47574696,91,145,4
1811,Wisconsin,Beta,0.51309705,178,41,4
1812,Wisconsin,Beta,0.51049733,178,173,4
1813,Wisconsin,Beta,0.51508313,178,122,4
1814,Wisconsin,Beta,0.64358455,178,180,4
1815,Wisconsin,Beta,0.60099584,241,29,4
1816,Wisconsin,Beta,0.5513658,241,41,4
1817,Wisconsin,Beta,0.49460343,241,51,4
1818,Wisconsin,Beta,0.5504252,113,25,4
1819,Wisconsin,Beta,0.40347877,82,25,4
1820,Wisconsin,Beta,0.47714463,25,113,4
1821,Wisconsin,Beta,0.4882379,25,82,4
1822,Wisconsin,Beta,0.5216238,228,25,4
1823,Wisconsin,Beta,0.66407514,156,152,4
1824,Wisconsin,Beta,0.5603199,156,143,4
1825,Wisconsin,Beta,0.5818662,156,172,4
1826,Wisconsin,Beta,0.63914824,156,225,4
1827,Wisconsin,Beta,0.6631995,156,183,4
1828,Wisconsin,Beta,0.55425984,160,67,4
1829,Wisconsin,Beta,0.5095696,160,61,4
1830,Wisconsin,Beta,0.59109414,160,232,4
1831,Wisconsin,Beta,0.63159364,116,20,4
1832,Wisconsin,Beta,0.47377142,87,54,4
1833,Wisconsin,Beta,0.52754724,87,229,4
1834,Wisconsin,Beta,0.49647012,127,54,4
1835,Wisconsin,Beta,0.51282716,54,170,4
1836,Wisconsin,Beta,0.45739478,54,2,4
1837,Wisconsin,Beta,0.51548004,54,159,4
1838,Wisconsin,Beta,0.48000723,54,119,4
1839,Wisconsin,Beta,0.51993996,54,46,4
1840,Wisconsin,Beta,0.55765134,54,165,4
1841,Wisconsin,Beta,0.4491855,54,129,4
1842,Wisconsin,Beta,0.65070355,150,194,4
1843,Wisconsin,Beta,0.5513414,194,150,4
1844,Wisconsin,Beta,0.48555312,138,100,4
1845,Wisconsin,Beta,0.50996995,106,93,4
1846,Wisconsin,Beta,0.55767983,41,29,4
1847,Wisconsin,Beta,0.60608166,41,178,4
1848,Wisconsin,Beta,0.47673818,245,32,4
1849,Wisconsin,Beta,0.46500936,245,168,4
1850,Wisconsin,Beta,0.4688693,245,104,4
1851,Wisconsin,Beta,0.5205379,240,104,4
1852,Wisconsin,Beta,0.5197901,51,241,4
1853,Wisconsin,Beta,0.64505607,51,39,4
1854,Wisconsin,Beta,0.48082486,70,204,4
1855,Wisconsin,Beta,0.48442328,70,52,4
1856,Wisconsin,Beta,0.40473095,39,51,4
1857,Wisconsin,Beta,0.64726925,215,171,4
1858,Wisconsin,Beta,0.615845,171,215,4
1859,Wisconsin,Beta,0.6139074,171,171,4
1860,Wisconsin,Beta,0.5625698,172,156,4
1861,Wisconsin,Beta,0.47970343,38,145,4
1862,Wisconsin,Beta,0.52538544,145,38,4
1863,Wisconsin,Beta,0.56029236,224,137,4
1864,Wisconsin,Beta,0.48535392,83,20,4
1865,Wisconsin,Beta,0.33221212,83,90,4
1866,Wisconsin,Beta,0.58628064,90,83,4
1867,Wisconsin,Beta,0.48223358,45,97,4
1868,Wisconsin,Beta,0.527245,45,115,4
1869,Wisconsin,Beta,0.4921973,45,5,4
1870,Wisconsin,Beta,0.5456017,71,204,4
1871,Wisconsin,Beta,0.54655206,71,52,4
1872,Wisconsin,Beta,0.5588489,141,97,4
1873,Wisconsin,Beta,0.60256875,141,115,4
1874,Wisconsin,Beta,0.565949,141,5,4
1875,Wisconsin,Beta,0.51422,153,153,4
1876,Wisconsin,Beta,0.46302533,196,32,4
1877,Wisconsin,Beta,0.5488133,32,97,4
1878,Wisconsin,Beta,0.5909728,32,115,4
1879,Wisconsin,Beta,0.5576384,32,5,4
1880,Wisconsin,Beta,0.51004374,225,156,4
1881,Wisconsin,Beta,0.59372634,49,204,4
1882,Wisconsin,Beta,0.59797996,49,52,4
1883,Wisconsin,Beta,0.45088935,162,51,4
1884,Wisconsin,Beta,0.5673105,192,73,4
1885,Wisconsin,Beta,0.59253174,192,112,4
1886,Wisconsin,Beta,0.5731716,192,34,4
1887,Wisconsin,Beta,0.56283313,192,41,4
1888,Wisconsin,Beta,0.5591042,192,125,4
1889,Wisconsin,Beta,0.59048814,192,192,4
1890,Wisconsin,Beta,0.55511475,192,173,4
1891,Wisconsin,Beta,0.5352493,192,140,4
1892,Wisconsin,Beta,0.56304,192,122,4
1893,Wisconsin,Beta,0.56934446,192,31,4
1894,Wisconsin,Beta,0.5219147,81,97,4
1895,Wisconsin,Beta,0.5659947,81,115,4
1896,Wisconsin,Beta,0.52584106,81,5,4
1897,Wisconsin,Beta,0.63238454,223,89,4
1898,Wisconsin,Beta,0.55612904,223,202,4
1899,Wisconsin,Beta,0.55344963,168,97,4
1900,Wisconsin,Beta,0.59925205,168,115,4
1901,Wisconsin,Beta,0.5626354,168,5,4
1902,Wisconsin,Beta,0.5384652,201,207,4
1903,Wisconsin,Beta,0.60484034,201,8,4
1904,Wisconsin,Beta,0.423248,26,201,4
1905,Wisconsin,Beta,0.6316136,173,65,4
1906,Wisconsin,Beta,0.5122667,173,26,4
1907,Wisconsin,Beta,0.5704547,173,226,4
1908,Wisconsin,Beta,0.53163904,173,182,4
1909,Wisconsin,Beta,0.5277935,173,122,4
1910,Wisconsin,Beta,0.5574341,149,62,4
1911,Wisconsin,Beta,0.65009123,24,62,4
1912,Wisconsin,Beta,0.620071,164,37,4
1913,Wisconsin,Beta,0.5967834,166,191,4
1914,Wisconsin,Beta,0.5672646,249,117,4
1915,Wisconsin,Beta,0.48795047,117,249,4
1916,Wisconsin,Beta,0.4613386,117,117,4
1917,Wisconsin,Beta,0.48348168,28,28,4
1918,Wisconsin,Beta,0.5010361,28,104,4
1919,Wisconsin,Beta,0.44600576,2,54,4
1920,Wisconsin,Beta,0.40337494,68,126,4
1921,Wisconsin,Beta,0.42378926,205,169,4
1922,Wisconsin,Beta,0.57045573,169,205,4
1923,Wisconsin,Beta,0.49877843,169,169,4
1924,Wisconsin,Beta,0.56777614,79,132,4
1925,Wisconsin,Beta,0.5339326,79,29,4
1926,Wisconsin,Beta,0.44013065,79,213,4
1927,Wisconsin,Beta,0.5488125,79,68,4
1928,Wisconsin,Beta,0.5585185,79,79,4
1929,Wisconsin,Beta,0.51417136,79,193,4
1930,Wisconsin,Beta,0.45367432,79,126,4
1931,Wisconsin,Beta,0.47110528,79,69,4
1932,Wisconsin,Beta,0.6481048,148,229,4
1933,Wisconsin,Beta,0.63309556,229,148,4
1934,Wisconsin,Beta,0.5534176,236,97,4
1935,Wisconsin,Beta,0.60131896,236,115,4
1936,Wisconsin,Beta,0.5670351,236,5,4
1937,Wisconsin,Beta,0.5946128,197,84,4
1938,Wisconsin,Beta,0.63178855,197,232,4
1939,Wisconsin,Beta,0.6103805,197,209,4
1940,Wisconsin,Beta,0.6289168,197,37,4
1941,Wisconsin,Beta,0.5561941,197,13,4
1942,Wisconsin,Beta,0.5430052,151,37,4
1943,Wisconsin,Beta,0.6458291,121,42,4
1944,Wisconsin,Beta,0.6021329,121,161,4
1945,Wisconsin,Beta,0.60355324,121,120,4
1946,Wisconsin,Beta,0.57857,50,230,4
1947,Wisconsin,Beta,0.56117207,50,135,4
1948,Wisconsin,Beta,0.5601664,50,85,4
1949,Wisconsin,Beta,0.5770892,50,72,4
1950,Wisconsin,Beta,0.5863413,50,44,4
1951,Wisconsin,Beta,0.5112631,50,31,4
1952,Wisconsin,Beta,0.4488836,120,121,4
1953,Wisconsin,Beta,0.5641879,120,161,4
1954,Wisconsin,Beta,0.5586168,120,157,4
1955,Wisconsin,Beta,0.56502867,120,120,4
1956,Wisconsin,Beta,0.47963282,154,209,4
1957,Wisconsin,Beta,0.51584375,184,156,4
1958,Wisconsin,Beta,0.4571586,184,75,4
1959,Wisconsin,Beta,0.58583593,21,22,4
1960,Wisconsin,Beta,0.5877871,22,21,4
1961,Wisconsin,Beta,0.53448105,22,22,4
1962,Wisconsin,Beta,0.5640482,210,225,4
1963,Wisconsin,Beta,0.58955705,210,183,4
1964,Wisconsin,Beta,0.70403945,179,158,4
1965,Wisconsin,Beta,0.54827434,75,199,4
1966,Wisconsin,Beta,0.61231893,75,156,4
1967,Wisconsin,Beta,0.55644196,75,172,4
1968,Wisconsin,Beta,0.5748703,75,153,4
1969,Wisconsin,Beta,0.5350665,75,184,4
1970,Wisconsin,Beta,0.63557523,75,183,4
1971,Wisconsin,Beta,0.5622444,75,77,4
1972,Wisconsin,Beta,0.47313514,12,12,4
1973,Wisconsin,Beta,0.6430166,232,209,4
1974,Wisconsin,Beta,0.59339297,66,3,4
1975,Wisconsin,Beta,0.5164626,3,204,4
1976,Wisconsin,Beta,0.5180738,3,52,4
1977,Wisconsin,Beta,0.4564297,146,136,4
1978,Wisconsin,Beta,0.49720109,222,20,4
1979,Wisconsin,Beta,0.5452521,5,32,4
1980,Wisconsin,Beta,0.5322267,101,97,4
1981,Wisconsin,Beta,0.5772342,101,115,4
1982,Wisconsin,Beta,0.5446759,101,5,4
1983,Wisconsin,Beta,0.45929718,140,140,4
1984,Wisconsin,Beta,0.5011335,226,41,4
1985,Wisconsin,Beta,0.35768577,119,129,4
