,seed,prob,p1,p2,class 1,class 2
712,4873,0.9999378,56,3,0,3
713,4873,6.5157714e-05,56,5,0,3
714,4873,0.9999467,56,6,0,0
715,4873,0.99994886,56,9,0,0
716,4873,0.9999342,56,11,0,3
717,4873,0.99993694,56,12,0,3
718,4873,9.108884e-05,56,16,0,3
719,4873,0.99994016,56,17,0,3
720,4873,0.9999405,56,19,0,3
721,4873,0.9999521,56,21,0,3
722,4873,0.9999522,56,22,0,3
723,4873,0.99994266,56,23,0,3
724,4873,5.6177145e-05,56,24,0,3
725,4873,0.9999397,56,26,0,3
726,4873,0.9999409,56,27,0,3
727,4873,0.9999472,56,29,0,2
728,4873,0.99992883,56,30,0,3
729,4873,0.9999472,56,31,0,3
730,4873,0.999941,56,32,0,4
731,4873,0.9999404,56,33,0,3
732,4873,6.370205e-05,56,34,0,4
733,4873,0.9999404,56,35,0,4
734,4873,0.99994314,56,37,0,3
735,4873,0.9999409,56,38,0,3
736,4873,0.9999465,56,39,0,3
737,4873,0.9999049,56,41,0,4
738,4873,0.9999409,56,43,0,3
739,4873,0.99994135,56,44,0,3
740,4873,0.9999362,56,46,0,2
741,4873,0.99993634,56,47,0,2
742,4873,0.99994886,56,49,0,3
743,4873,0.99993956,56,52,0,3
744,4873,0.9999268,56,53,0,3
745,4873,0.9999453,56,54,0,3
746,4873,0.99995065,56,55,0,3
747,4873,0.9998667,56,57,0,2
748,4873,0.9999385,56,59,0,4
749,4873,0.9999347,56,61,0,4
750,4873,0.99994695,56,62,0,3
751,4873,0.99993694,56,63,0,3
752,4873,0.99994767,56,64,0,3
753,4873,0.99995065,56,65,0,3
754,4873,0.99994624,56,68,0,3
755,4873,0.99993944,56,69,0,3
756,4873,0.9999094,56,74,0,4
757,4873,0.9999262,56,75,0,3
758,4873,0.99994075,56,77,0,3
759,4873,0.99994195,56,79,0,3
760,4873,5.349832e-05,56,80,0,4
761,4873,0.99993145,56,81,0,3
762,4873,0.99994564,56,82,0,2
763,4873,7.958242e-05,56,84,0,2
764,4873,0.9999479,56,85,0,4
765,4873,0.9999317,56,87,0,3
766,4873,0.9999391,56,89,0,3
767,4873,0.99994063,56,90,0,3
768,4873,0.9999385,56,91,0,3
769,4873,0.99994874,56,93,0,3
770,4873,4.823719e-05,56,94,0,3
771,4873,0.99994504,56,97,0,3
772,4873,0.999944,56,98,0,3
773,4873,0.99994123,56,103,0,3
774,4873,0.99994874,56,104,0,3
775,4873,0.9999442,56,109,0,3
776,4873,0.9999517,56,110,0,3
777,4873,0.99994326,56,112,0,3
778,4873,7.1400354e-05,56,116,0,3
779,4873,0.99993503,56,117,0,4
780,4873,0.99994874,56,118,0,3
781,4873,0.99994075,56,119,0,3
782,4873,0.99994445,56,124,0,3
783,4873,0.99994755,56,125,0,2
784,4873,0.9999151,56,127,0,2
785,4873,0.99993825,56,128,0,3
786,4873,0.99994624,56,129,0,3
787,4873,0.99992776,56,131,0,4
788,4873,0.9999534,56,132,0,3
789,4873,0.9999397,56,134,0,3
790,4873,0.9999428,56,135,0,4
791,4873,0.9999385,56,136,0,3
792,4873,0.9999331,56,137,0,3
793,4873,0.9999285,56,139,0,3
794,4873,0.99994254,56,142,0,3
795,4873,0.9999336,56,143,0,3
796,4873,0.999941,56,144,0,3
797,4873,8.793697e-05,56,146,0,3
798,4873,0.99994874,56,147,0,2
799,4873,0.99994123,56,149,0,4
800,4873,0.99994755,56,150,0,3
801,4873,0.9999485,56,153,0,3
802,4873,0.9999411,56,154,0,3
803,4873,0.99993944,56,155,0,3
804,4873,0.9999497,56,159,0,2
805,4873,0.99993324,56,161,0,3
806,4873,0.9999455,56,165,0,3
807,4873,0.9999391,56,166,0,3
808,4873,5.9093927e-05,56,167,0,2
809,4873,0.9999366,56,169,0,3
810,4873,0.9999492,56,170,0,3
811,4873,0.99991584,56,171,0,4
812,4873,0.9999176,56,172,0,3
813,4873,0.99994695,56,178,0,3
814,4873,0.99994206,56,179,0,3
815,4873,0.99994147,56,181,0,3
816,4873,9.069959e-05,57,15,2,4
817,4873,9.258087e-05,57,22,2,3
818,4873,8.748355e-05,57,65,2,3
819,4873,0.9999511,57,67,2,3
820,4873,9.1261776e-05,57,110,2,3
821,4873,8.64787e-05,57,165,2,3
822,4873,8.921082e-05,57,170,2,3
823,4873,9.1569236e-05,58,13,2,3
824,4873,9.1130205e-05,58,88,2,0
825,4873,9.5216856e-05,58,102,2,4
826,4873,0.0001030857,58,119,2,3
827,4873,9.2632974e-05,58,163,2,3
828,4873,0.00010358341,59,16,4,3
829,4873,0.00010123549,59,159,4,2
830,4873,0.000106993306,60,16,4,3
831,4873,0.00010295632,60,21,4,3
832,4873,0.000101684025,61,84,4,2
833,4873,8.958446e-05,63,58,3,2
834,4873,0.00010095593,64,82,3,2
835,4873,9.907457e-05,66,86,0,3
836,4873,0.0,67,67,3,3
837,4873,9.988716e-05,70,147,4,2
838,4873,0.000101729114,72,108,3,2
839,4873,0.00010247853,73,66,4,0
840,4873,0.0,73,73,4,4
841,4873,8.258162e-05,73,158,4,0
842,4873,9.613936e-05,74,22,4,3
843,4873,7.54681e-05,74,48,4,0
844,4873,0.00010391385,75,116,3,3
845,4873,0.00010001297,78,34,0,4
846,4873,0.00010302497,78,146,0,3
847,4873,0.00010109735,79,82,3,2
848,4873,0.00010255908,80,66,4,0
849,4873,9.743209e-05,81,58,3,2
850,4873,0.0001016657,82,64,2,3
851,4873,0.000100339,82,79,2,3
852,4873,8.9401496e-05,82,133,2,4
853,4873,0.00010051664,82,144,2,3
854,4873,9.936029e-05,83,37,4,3
855,4873,9.959944e-05,83,39,4,3
856,4873,9.39245e-05,83,140,4,2
857,4873,0.00010498764,84,23,2,3
858,4873,0.0001050877,84,31,2,3
859,4873,0.000105342544,84,34,2,4
860,4873,0.000104268394,84,47,2,2
861,4873,0.00010500617,84,62,2,3
862,4873,0.00010433972,84,127,2,2
863,4873,0.00010512719,84,147,2,2
864,4873,0.000104870574,84,153,2,3
865,4873,0.000103210616,85,16,4,3
866,4873,0.0,86,86,3,3
867,4873,9.944561e-05,87,116,3,3
868,4873,9.1147755e-05,88,102,0,4
869,4873,0.999959,89,151,3,4
870,4873,0.0,90,90,3,3
871,4873,9.439311e-05,90,140,3,2
872,4873,8.3635656e-05,92,15,0,4
873,4873,9.587477e-05,95,46,4,2
874,4873,0.000102169026,95,66,4,0
875,4873,8.4728024e-05,95,76,4,0
876,4873,0.0,95,95,4,4
877,4873,7.699918e-05,95,157,4,2
878,4873,8.2467115e-05,99,79,4,3
879,4873,8.790301e-05,99,94,4,3
880,4873,9.379356e-05,99,132,4,3
881,4873,0.00010170875,100,131,0,4
882,4873,0.000100700745,101,5,0,3
883,4873,0.00010243594,102,58,4,2
884,4873,0.00010584176,102,66,4,0
885,4873,0.0,102,102,4,4
886,4873,8.230072e-05,105,144,0,3
887,4873,8.372351e-05,106,9,4,0
888,4873,6.0331997e-05,107,108,3,2
889,4873,0.00010238622,108,11,2,3
890,4873,9.1936185e-05,108,45,2,3
891,4873,9.137176e-05,108,72,2,3
892,4873,9.5629795e-05,111,85,0,4
893,4873,9.246018e-05,114,49,0,3
894,4873,9.885666e-05,116,76,3,0
895,4873,0.00010260134,117,146,4,3
896,4873,9.732288e-05,119,58,3,2
897,4873,6.4624306e-05,120,140,3,2
898,4873,6.614411e-05,120,156,3,0
899,4873,8.788901e-05,122,167,3,2
900,4873,0.00010453401,123,16,0,3
901,4873,9.960581e-05,125,54,2,3
902,4873,0.000104179046,126,16,4,3
903,4873,8.9600864e-05,126,18,4,0
904,4873,9.927193e-05,126,29,4,2
905,4873,0.000100365316,127,23,2,3
906,4873,0.00010028122,127,31,2,3
907,4873,0.00010159757,127,55,2,3
908,4873,0.00010008539,127,62,2,3
909,4873,0.00010561411,127,84,2,2
910,4873,0.00010032541,127,129,2,3
911,4873,0.00010053476,127,153,2,3
912,4873,0.00010004559,127,171,2,4
913,4873,8.982937e-05,130,24,0,3
914,4873,0.000103473736,131,66,4,0
915,4873,0.000104148065,131,84,4,2
916,4873,8.073618e-05,131,100,4,0
917,4873,7.930107e-05,131,138,4,0
918,4873,8.816409e-05,131,168,4,0
919,4873,0.00010251332,133,16,4,3
920,4873,9.818176e-05,133,64,4,3
921,4873,9.633776e-05,133,82,4,2
922,4873,9.888787e-05,133,178,4,3
923,4873,0.0,134,134,3,3
924,4873,0.9999567,139,18,3,0
925,4873,0.000102265716,140,39,2,3
926,4873,9.3270275e-05,140,83,2,4
927,4873,0.00010166018,140,90,2,3
928,4873,7.407144e-05,141,48,3,0
929,4873,9.576266e-05,141,116,3,3
930,4873,0.00010116119,144,82,3,2
931,4873,8.653974e-05,145,168,3,0
932,4873,9.576658e-05,148,146,3,3
933,4873,0.0,148,148,3,3
934,4873,9.052936e-05,148,159,3,2
935,4873,0.00010032464,151,66,4,0
936,4873,9.2797956e-05,151,89,4,3
937,4873,7.031499e-05,151,152,4,3
938,4873,0.0,156,156,0,0
939,4873,8.810047e-05,158,73,0,4
940,4873,0.000102863,159,44,2,3
941,4873,0.00010308777,159,59,2,4
942,4873,0.00010272391,159,150,2,3
943,4873,0.00010346653,160,116,3,3
944,4873,0.00010198039,161,116,3,3
945,4873,0.00010249856,162,29,4,2
946,4873,0.000104487066,162,66,4,0
947,4873,9.329118e-05,163,58,3,2
948,4873,0.0,163,163,3,3
949,4873,0.000106070605,164,146,0,3
950,4873,0.00010379985,168,131,0,4
951,4873,9.752011e-05,171,6,4,0
952,4873,0.00010065534,171,66,4,0
953,4873,0.00010359576,171,84,4,2
954,4873,8.777527e-05,171,113,4,0
955,4873,9.670243e-05,171,129,4,3
956,4873,6.445235e-05,172,113,3,0
957,4873,7.9131554e-05,173,8,2,3
958,4873,9.698991e-05,173,55,2,3
959,4873,0.00010212393,173,84,2,2
960,4873,6.0241277e-05,173,96,2,3
961,4873,8.755934e-05,173,131,2,4
962,4873,0.9999515,173,145,2,3
963,4873,6.134968e-05,173,175,2,3
964,4873,9.1016955e-05,174,15,0,4
965,4873,0.0,175,175,3,3
966,4873,9.9328274e-05,176,80,0,4
967,4873,9.61532e-05,177,84,4,2
968,4873,7.5633805e-05,177,156,4,0
969,4873,9.4495954e-05,177,167,4,2
970,4873,0.000101035184,180,47,4,2
971,4873,0.00010424016,180,66,4,0
972,4873,0.00010482458,180,84,4,2
973,4873,0.0,180,180,4,4
974,4873,8.588485e-05,182,29,3,2
975,73932,8.466632e-05,0,58,3,2
976,73932,0.9999448,0,121,3,0
977,73932,8.2198916e-05,1,80,0,4
978,73932,7.119584e-05,2,8,2,3
979,73932,9.674504e-05,4,66,4,0
980,73932,0.00010126021,4,146,4,3
981,73932,0.999946,4,164,4,0
982,73932,5.4120595e-05,7,14,0,3
983,73932,9.66968e-05,7,34,0,4
984,73932,8.2287144e-05,10,108,3,2
985,73932,9.988402e-05,11,94,3,3
986,73932,9.6162825e-05,11,108,3,2
987,73932,0.0,13,13,3,3
988,73932,9.747929e-05,13,58,3,2
989,73932,0.0,15,15,4,4
990,73932,0.00010233684,15,16,4,3
991,73932,0.0001007045,15,22,4,3
992,73932,0.00010137025,15,65,4,3
993,73932,0.00010023619,15,165,4,3
994,73932,9.960941e-05,17,29,3,2
995,73932,9.506418e-05,18,126,0,4
996,73932,5.905483e-05,20,5,0,3
997,73932,6.459713e-05,20,15,0,4
998,73932,8.942358e-05,20,16,0,3
999,73932,0.99993503,20,115,0,3
1000,73932,0.0001000001,23,127,3,2
1001,73932,0.000100842386,23,147,3,2
1002,73932,9.6939526e-05,25,84,1,2
1003,73932,8.82238e-05,25,167,1,2
1004,73932,9.944333e-05,28,80,0,4
1005,73932,0.000102790334,28,146,0,3
1006,73932,0.00010106563,29,17,2,3
1007,73932,0.00010261866,29,97,2,3
1008,73932,8.790418e-05,29,162,2,4
1009,73932,0.00010120239,30,146,3,3
1010,73932,9.64214e-05,30,159,3,2
1011,73932,0.0,34,34,4,4
1012,73932,0.00010507207,34,66,4,0
1013,73932,0.000106087915,34,84,4,2
1014,73932,9.6888965e-05,36,21,2,3
1015,73932,0.9999498,36,60,2,4
1016,73932,9.691678e-05,39,140,3,2
1017,73932,8.659431e-05,40,24,0,3
1018,73932,9.321906e-05,41,66,4,0
1019,73932,0.00010021182,41,84,4,2
1020,73932,9.275283e-05,41,104,4,3
1021,73932,9.5137904e-05,41,118,4,3
1022,73932,9.058998e-05,42,34,0,4
1023,73932,9.3290466e-05,42,93,0,3
1024,73932,0.000101156365,44,159,3,2
1025,73932,0.0,45,45,3,3
1026,73932,9.845431e-05,45,108,3,2
1027,73932,0.9999583,46,95,2,4
1028,73932,0.00010614721,47,84,2,2
1029,73932,8.4035135e-05,47,180,2,4
1030,73932,9.679422e-05,50,34,0,4
1031,73932,9.8438715e-05,50,68,0,3
1032,73932,9.796806e-05,50,150,0,3
1033,73932,0.00010265663,51,116,3,3
1034,73932,0.99995136,53,71,3,3
1035,73932,9.950831e-05,54,125,3,2
1036,73932,0.000104150444,55,116,3,3
1037,73932,0.99993753,56,3,0,3
1038,73932,8.048137e-05,56,5,0,3
1039,73932,0.9999467,56,6,0,0
1040,73932,0.9999566,56,9,0,0
1041,73932,0.9999354,56,11,0,3
1042,73932,0.9999405,56,12,0,3
1043,73932,8.750542e-05,56,16,0,3
1044,73932,0.99993896,56,17,0,3
1045,73932,0.9999409,56,19,0,3
1046,73932,0.9999536,56,21,0,3
1047,73932,0.9999461,56,22,0,3
1048,73932,0.9999417,56,23,0,3
1049,73932,4.9940623e-05,56,24,0,3
1050,73932,0.99993944,56,26,0,3
1051,73932,0.9999392,56,27,0,3
1052,73932,0.99994504,56,29,0,2
1053,73932,0.9999287,56,30,0,3
1054,73932,0.99994767,56,31,0,3
1055,73932,0.999941,56,32,0,4
1056,73932,0.9999391,56,33,0,3
1057,73932,6.168671e-05,56,34,0,4
1058,73932,0.999936,56,35,0,4
1059,73932,0.9999471,56,37,0,3
1060,73932,0.9999418,56,38,0,3
1061,73932,0.999944,56,39,0,3
1062,73932,0.9999052,56,41,0,4
1063,73932,0.9999404,56,43,0,3
1064,73932,0.9999434,56,44,0,3
1065,73932,0.9999306,56,46,0,2
1066,73932,0.9999361,56,47,0,2
1067,73932,0.99995005,56,49,0,3
1068,73932,0.999938,56,52,0,3
1069,73932,0.9999255,56,53,0,3
1070,73932,0.9999411,56,54,0,3
1071,73932,0.9999498,56,55,0,3
1072,73932,0.99986935,56,57,0,2
1073,73932,0.9999379,56,59,0,4
1074,73932,0.99993396,56,61,0,4
1075,73932,0.9999428,56,62,0,3
1076,73932,0.9999343,56,63,0,3
1077,73932,0.9999466,56,64,0,3
1078,73932,0.99995124,56,65,0,3
1079,73932,0.9999478,56,68,0,3
1080,73932,0.99994004,56,69,0,3
1081,73932,0.99990976,56,74,0,4
1082,73932,0.999926,56,75,0,3
1083,73932,0.99993837,56,77,0,3
1084,73932,0.99994326,56,79,0,3
1085,73932,0.99994814,56,80,0,4
1086,73932,0.9999347,56,81,0,3
1087,73932,0.99994636,56,82,0,2
1088,73932,7.48403e-05,56,84,0,2
1089,73932,0.99994314,56,85,0,4
1090,73932,0.9999316,56,87,0,3
1091,73932,0.9999304,56,89,0,3
1092,73932,0.99993527,56,90,0,3
1093,73932,0.99993956,56,91,0,3
1094,73932,0.999946,56,93,0,3
1095,73932,0.9999515,56,94,0,3
1096,73932,0.9999459,56,97,0,3
1097,73932,0.9999434,56,98,0,3
1098,73932,0.9999441,56,103,0,3
1099,73932,0.9999479,56,104,0,3
1100,73932,0.9999392,56,109,0,3
1101,73932,0.9999467,56,110,0,3
1102,73932,0.9999417,56,112,0,3
1103,73932,7.1844304e-05,56,116,0,3
1104,73932,0.999933,56,117,0,4
1105,73932,0.9999511,56,118,0,3
1106,73932,0.99994266,56,119,0,3
1107,73932,0.9999403,56,124,0,3
1108,73932,0.9999404,56,125,0,2
1109,73932,0.999912,56,127,0,2
1110,73932,0.9999386,56,128,0,3
1111,73932,0.9999472,56,129,0,3
1112,73932,0.99992824,56,131,0,4
1113,73932,0.9999536,56,132,0,3
1114,73932,0.99994004,56,134,0,3
1115,73932,0.9999404,56,135,0,4
1116,73932,0.99993753,56,136,0,3
1117,73932,0.9999329,56,137,0,3
1118,73932,0.9999298,56,139,0,3
1119,73932,0.9999391,56,142,0,3
1120,73932,0.9999329,56,143,0,3
1121,73932,0.9999521,56,144,0,3
1122,73932,8.307258e-05,56,146,0,3
1123,73932,0.99995005,56,147,0,2
1124,73932,0.9999374,56,149,0,4
1125,73932,0.99995244,56,150,0,3
1126,73932,0.99994874,56,153,0,3
1127,73932,0.9999393,56,154,0,3
1128,73932,0.9999354,56,155,0,3
1129,73932,0.999949,56,159,0,2
1130,73932,0.99993026,56,161,0,3
1131,73932,0.9999435,56,165,0,3
1132,73932,0.99993706,56,166,0,3
1133,73932,6.171525e-05,56,167,0,2
1134,73932,0.9999378,56,169,0,3
1135,73932,0.9999486,56,170,0,3
1136,73932,0.9999144,56,171,0,4
1137,73932,0.9999181,56,172,0,3
1138,73932,0.9999455,56,178,0,3
1139,73932,0.99994147,56,179,0,3
1140,73932,0.99994326,56,181,0,3
1141,73932,9.6731295e-05,57,15,2,4
1142,73932,8.8812725e-05,57,22,2,3
1143,73932,8.904899e-05,57,65,2,3
1144,73932,0.9999505,57,67,2,3
1145,73932,8.875973e-05,57,110,2,3
1146,73932,8.2262115e-05,57,165,2,3
1147,73932,9.0383925e-05,57,170,2,3
1148,73932,9.167844e-05,58,13,2,3
1149,73932,9.131879e-05,58,88,2,0
1150,73932,9.5944284e-05,58,102,2,4
1151,73932,0.000104128696,58,119,2,3
1152,73932,9.1330374e-05,58,163,2,3
1153,73932,0.00010428163,59,16,4,3
1154,73932,0.00010108241,59,159,4,2
1155,73932,0.000105506806,60,16,4,3
1156,73932,0.00010217604,60,21,4,3
1157,73932,0.0001030235,61,84,4,2
1158,73932,8.566695e-05,63,58,3,2
1159,73932,0.00010131913,64,82,3,2
1160,73932,9.8005716e-05,66,86,0,3
1161,73932,0.0,67,67,3,3
1162,73932,9.993003e-05,70,147,4,2
1163,73932,0.00010163924,72,108,3,2
1164,73932,0.000103133774,73,66,4,0
1165,73932,0.0,73,73,4,4
1166,73932,8.418866e-05,73,158,4,0
1167,73932,9.5422016e-05,74,22,4,3
1168,73932,7.862226e-05,74,48,4,0
1169,73932,0.00010384678,75,116,3,3
1170,73932,0.000101172955,78,34,0,4
1171,73932,0.00010394189,78,146,0,3
1172,73932,0.000102219994,79,82,3,2
1173,73932,0.00010521585,80,66,4,0
1174,73932,9.4109724e-05,81,58,3,2
1175,73932,0.00010232473,82,64,2,3
1176,73932,0.00010139848,82,79,2,3
1177,73932,9.0502166e-05,82,133,2,4
1178,73932,0.000103696766,82,144,2,3
1179,73932,0.00010164486,83,37,4,3
1180,73932,9.9800614e-05,83,39,4,3
1181,73932,9.370255e-05,83,140,4,2
1182,73932,0.00010505223,84,23,2,3
1183,73932,0.00010525167,84,31,2,3
1184,73932,0.00010536926,84,34,2,4
1185,73932,0.000104575985,84,47,2,2
1186,73932,0.00010452912,84,62,2,3
1187,73932,0.00010396954,84,127,2,2
1188,73932,0.00010534998,84,147,2,2
1189,73932,0.00010534907,84,153,2,3
1190,73932,0.00010352979,85,16,4,3
1191,73932,0.0,86,86,3,3
1192,73932,0.000102752994,87,116,3,3
1193,73932,9.093081e-05,88,102,0,4
1194,73932,7.84542e-05,89,151,3,4
1195,73932,0.0,90,90,3,3
1196,73932,9.217496e-05,90,140,3,2
1197,73932,8.9195935e-05,92,15,0,4
1198,73932,9.611158e-05,95,46,4,2
1199,73932,0.000102529455,95,66,4,0
1200,73932,8.7230066e-05,95,76,4,0
1201,73932,0.0,95,95,4,4
1202,73932,7.788381e-05,95,157,4,2
1203,73932,7.798012e-05,99,79,4,3
1204,73932,9.150455e-05,99,94,4,3
1205,73932,9.467843e-05,99,132,4,3
1206,73932,0.00010198962,100,131,0,4
1207,73932,9.887778e-05,101,5,0,3
1208,73932,0.00010292305,102,58,4,2
1209,73932,0.00010600427,102,66,4,0
1210,73932,0.0,102,102,4,4
1211,73932,9.10872e-05,105,144,0,3
1212,73932,9.195223e-05,106,9,4,0
1213,73932,0.9999548,107,108,3,2
1214,73932,0.0001043426,108,11,2,3
1215,73932,9.4654315e-05,108,45,2,3
1216,73932,9.401097e-05,108,72,2,3
1217,73932,9.574285e-05,111,85,0,4
1218,73932,9.411161e-05,114,49,0,3
1219,73932,9.858883e-05,116,76,3,0
1220,73932,0.00010071275,117,146,4,3
1221,73932,9.5832445e-05,119,58,3,2
1222,73932,7.07331e-05,120,140,3,2
1223,73932,5.5046577e-05,120,156,3,0
1224,73932,9.041617e-05,122,167,3,2
1225,73932,0.00010469562,123,16,0,3
1226,73932,9.923427e-05,125,54,2,3
1227,73932,0.00010449176,126,16,4,3
1228,73932,9.1706606e-05,126,18,4,0
1229,73932,0.00010009006,126,29,4,2
1230,73932,0.00010106053,127,23,2,3
1231,73932,0.00010112029,127,31,2,3
1232,73932,0.000102070284,127,55,2,3
1233,73932,9.902489e-05,127,62,2,3
1234,73932,0.00010482757,127,84,2,2
1235,73932,0.000101179714,127,129,2,3
1236,73932,0.000101254795,127,153,2,3
1237,73932,0.00010060746,127,171,2,4
1238,73932,9.129033e-05,130,24,0,3
1239,73932,0.000104001185,131,66,4,0
1240,73932,0.00010489598,131,84,4,2
1241,73932,8.08927e-05,131,100,4,0
1242,73932,8.1043574e-05,131,138,4,0
1243,73932,8.8906534e-05,131,168,4,0
1244,73932,0.000102076905,133,16,4,3
1245,73932,9.8801815e-05,133,64,4,3
1246,73932,9.760329e-05,133,82,4,2
1247,73932,9.945575e-05,133,178,4,3
1248,73932,0.0,134,134,3,3
1249,73932,0.9999554,139,18,3,0
1250,73932,0.0001022667,140,39,2,3
1251,73932,9.794293e-05,140,83,2,4
1252,73932,0.00010088952,140,90,2,3
1253,73932,6.744281e-05,141,48,3,0
1254,73932,9.940587e-05,141,116,3,3
1255,73932,9.910461e-05,144,82,3,2
1256,73932,8.880401e-05,145,168,3,0
1257,73932,9.617346e-05,148,146,3,3
1258,73932,0.0,148,148,3,3
1259,73932,9.1236194e-05,148,159,3,2
1260,73932,0.00010049269,151,66,4,0
1261,73932,9.366976e-05,151,89,4,3
1262,73932,6.6783745e-05,151,152,4,3
1263,73932,0.0,156,156,0,0
1264,73932,9.172366e-05,158,73,0,4
1265,73932,0.000103572944,159,44,2,3
1266,73932,0.000103162994,159,59,2,4
1267,73932,0.00010381133,159,150,2,3
1268,73932,0.00010402856,160,116,3,3
1269,73932,0.000102258506,161,116,3,3
1270,73932,0.00010250374,162,29,4,2
1271,73932,0.000104605206,162,66,4,0
1272,73932,9.525845e-05,163,58,3,2
1273,73932,0.0,163,163,3,3
1274,73932,0.00010612372,164,146,0,3
1275,73932,0.00010433285,168,131,0,4
1276,73932,9.765495e-05,171,6,4,0
1277,73932,0.0001018695,171,66,4,0
1278,73932,0.00010293453,171,84,4,2
1279,73932,8.668164e-05,171,113,4,0
1280,73932,9.604506e-05,171,129,4,3
1281,73932,6.845674e-05,172,113,3,0
1282,73932,8.0276484e-05,173,8,2,3
1283,73932,9.700813e-05,173,55,2,3
1284,73932,0.00010207573,173,84,2,2
1285,73932,6.5293745e-05,173,96,2,3
1286,73932,8.889255e-05,173,131,2,4
1287,73932,0.9999505,173,145,2,3
1288,73932,6.185813e-05,173,175,2,3
1289,73932,8.0986785e-05,174,15,0,4
1290,73932,0.0,175,175,3,3
1291,73932,9.8252654e-05,176,80,0,4
1292,73932,9.77222e-05,177,84,4,2
1293,73932,7.700235e-05,177,156,4,0
1294,73932,9.310748e-05,177,167,4,2
1295,73932,0.000101661724,180,47,4,2
1296,73932,0.000104736464,180,66,4,0
1297,73932,0.00010513651,180,84,4,2
1298,73932,0.0,180,180,4,4
1299,73932,8.534023e-05,182,29,3,2
1300,90820,7.900903e-05,0,58,3,2
1301,90820,0.9999479,0,121,3,0
1302,90820,8.538126e-05,1,80,0,4
1303,90820,6.913205e-05,2,8,2,3
1304,90820,9.266593e-05,4,66,4,0
1305,90820,9.85238e-05,4,146,4,3
1306,90820,0.9999448,4,164,4,0
1307,90820,6.0202798e-05,7,14,0,3
1308,90820,9.3915536e-05,7,34,0,4
1309,90820,7.9879705e-05,10,108,3,2
1310,90820,0.00010004149,11,94,3,3
1311,90820,9.5418836e-05,11,108,3,2
1312,90820,0.0,13,13,3,3
1313,90820,9.75535e-05,13,58,3,2
1314,90820,0.0,15,15,4,4
1315,90820,0.00010330111,15,16,4,3
1316,90820,0.00010155292,15,22,4,3
1317,90820,0.00010016845,15,65,4,3
1318,90820,9.8110635e-05,15,165,4,3
1319,90820,9.81431e-05,17,29,3,2
1320,90820,9.575142e-05,18,126,0,4
1321,90820,5.7357505e-05,20,5,0,3
1322,90820,0.9999565,20,15,0,4
1323,90820,8.4655905e-05,20,16,0,3
1324,90820,0.9999341,20,115,0,3
1325,90820,9.971044e-05,23,127,3,2
1326,90820,9.98722e-05,23,147,3,2
1327,90820,9.548318e-05,25,84,1,2
1328,90820,9.246644e-05,25,167,1,2
1329,90820,9.839377e-05,28,80,0,4
1330,90820,0.00010181112,28,146,0,3
1331,90820,0.000102016085,29,17,2,3
1332,90820,0.00010230113,29,97,2,3
1333,90820,8.950095e-05,29,162,2,4
1334,90820,0.00010069028,30,146,3,3
1335,90820,9.804581e-05,30,159,3,2
1336,90820,0.0,34,34,4,4
1337,90820,0.000104832085,34,66,4,0
1338,90820,0.00010550278,34,84,4,2
1339,90820,9.1206624e-05,36,21,2,3
1340,90820,0.9999473,36,60,2,4
1341,90820,9.8802666e-05,39,140,3,2
1342,90820,9.1377595e-05,40,24,0,3
1343,90820,9.661947e-05,41,66,4,0
1344,90820,9.897721e-05,41,84,4,2
1345,90820,8.77259e-05,41,104,4,3
1346,90820,9.233225e-05,41,118,4,3
1347,90820,9.232943e-05,42,34,0,4
1348,90820,9.017129e-05,42,93,0,3
1349,90820,0.000102882324,44,159,3,2
1350,90820,0.0,45,45,3,3
1351,90820,9.9382945e-05,45,108,3,2
1352,90820,0.99995863,46,95,2,4
1353,90820,0.000105772146,47,84,2,2
1354,90820,8.177673e-05,47,180,2,4
1355,90820,9.637856e-05,50,34,0,4
1356,90820,9.649581e-05,50,68,0,3
1357,90820,9.3456794e-05,50,150,0,3
1358,90820,0.00010246416,51,116,3,3
1359,90820,0.9999521,53,71,3,3
1360,90820,9.9240795e-05,54,125,3,2
1361,90820,0.00010387085,55,116,3,3
1362,90820,0.99994206,56,3,0,3
1363,90820,7.36671e-05,56,5,0,3
1364,90820,0.99994886,56,6,0,0
1365,90820,4.9245657e-05,56,9,0,0
1366,90820,0.9999373,56,11,0,3
1367,90820,0.9999411,56,12,0,3
1368,90820,8.8265784e-05,56,16,0,3
1369,90820,0.9999441,56,17,0,3
1370,90820,0.9999455,56,19,0,3
1371,90820,0.99994814,56,21,0,3
1372,90820,0.99995613,56,22,0,3
1373,90820,0.99994254,56,23,0,3
1374,90820,3.534054e-05,56,24,0,3
1375,90820,0.9999392,56,26,0,3
1376,90820,0.9999418,56,27,0,3
1377,90820,0.999946,56,29,0,2
1378,90820,0.9999293,56,30,0,3
1379,90820,0.9999497,56,31,0,3
1380,90820,0.99994504,56,32,0,4
1381,90820,0.99994254,56,33,0,3
1382,90820,5.6596888e-05,56,34,0,4
1383,90820,0.9999409,56,35,0,4
1384,90820,0.999948,56,37,0,3
1385,90820,0.9999409,56,38,0,3
1386,90820,0.9999466,56,39,0,3
1387,90820,0.9999137,56,41,0,4
1388,90820,0.9999443,56,43,0,3
1389,90820,0.99994314,56,44,0,3
1390,90820,0.99994016,56,46,0,2
1391,90820,0.9999373,56,47,0,2
