Run,Prob,GT,P1,P2
10,0,0,24,18
10,0,0,24,25
10,0,0,24,26
10,0,0,24,30
10,0,0,24,31
10,0,0,24,32
10,0,0,24,33
10,0,0,24,74
10,0,0,24,98
10,0,0,25,18
10,0,0,25,24
10,0,0,25,26
10,0,0,25,32
10,0,0,25,42
10,0,0,25,60
10,0,0,26,18
10,0,0,26,24
10,0,0,26,25
10,0,0,26,31
10,0,0,26,32
10,0,0,26,33
10,0,0,26,39
10,0,0,26,42
10,0,0,26,74
10,0,0,26,76
10,0,0,26,98
10,0,0,30,18
10,0,0,30,24
10,0,0,30,33
10,0,0,31,18
10,0,0,31,24
10,0,0,31,26
10,0,0,31,32
10,0,0,31,33
10,0,0,31,42
10,0,0,31,50
10,0,0,31,74
10,0,0,31,98
10,0,0,32,9
10,0,0,32,18
10,0,0,32,22
10,0,0,32,24
10,0,0,32,25
10,0,0,32,26
10,0,0,32,31
10,0,0,32,33
10,0,0,32,46
10,0,0,32,98
10,0,0,33,18
10,0,0,33,22
10,0,0,33,24
10,0,0,33,26
10,0,0,33,30
10,0,0,33,31
10,0,0,33,32
10,0,0,33,42
10,0,0,33,74
10,0,0,33,98
10,0,0,39,18
10,0,0,39,26
10,0,0,39,42
10,0,0,40,9
10,0,0,42,18
10,0,0,42,25
10,0,0,42,26
10,0,0,42,31
10,0,0,42,33
10,0,0,42,39
10,0,0,46,18
10,0,0,46,32
10,0,0,46,50
10,0,0,46,98
10,0,0,50,18
10,0,0,50,31
10,0,0,50,46
10,0,0,51,9
10,0,0,53,18
10,0,0,54,9
10,0,0,54,17
10,0,0,60,18
10,0,0,60,25
10,0,0,60,98
10,0,0,61,9
10,0,0,62,9
10,0,0,69,9
10,0,0,71,9
10,0,0,74,18
10,0,0,74,24
10,0,0,74,26
10,0,0,74,31
10,0,0,74,33
10,0,0,74,98
10,0,0,76,18
10,0,0,76,26
10,0,0,97,9
10,0,0,98,18
10,0,0,98,24
10,0,0,98,26
10,0,0,98,31
10,0,0,98,32
10,0,0,98,33
10,0,0,98,46
10,0,0,98,60
10,0,0,98,74
