Dataset,GT,Probability,P1,P2,Run
25,0,0,42,18,8
25,0,0,42,25,8
25,0,0,42,26,8
25,0,0,42,31,8
25,0,0,42,33,8
25,0,0,42,39,8
25,0,0,46,18,8
25,0,0,46,32,8
25,0,0,46,50,8
25,0,0,46,98,8
25,0,0,50,18,8
25,0,0,50,31,8
25,0,0,50,46,8
25,0,0,51,9,8
25,0,0,53,18,8
25,0,0,54,9,8
25,0,0,54,17,8
25,0,0,60,18,8
25,0,0,60,25,8
25,0,0,60,98,8
25,0,0,61,9,8
25,0,0,62,9,8
25,0,0,69,9,8
25,0,0,71,9,8
25,0,0,74,18,8
25,0,0,74,24,8
25,0,0,74,26,8
25,0,0,74,31,8
25,0,0,74,33,8
25,0,0,74,98,8
25,0,0,76,18,8
25,0,0,76,26,8
25,0,0,97,9,8
25,0,0,98,18,8
25,0,0,98,24,8
25,0,0,98,26,8
25,0,0,98,31,8
25,0,0,98,32,8
25,0,0,98,33,8
25,0,0,98,46,8
25,0,0,98,60,8
25,0,0,98,74,8
25,0,0,7,18,9
25,1,0,9,12,9
25,1,0,9,14,9
25,1,0,9,17,9
25,0,0,9,18,9
25,1,0.5218426,9,23,9
25,0,0,9,32,9
25,1,0,9,40,9
25,1,0.49703178,9,51,9
25,1,0,9,54,9
25,1,0,9,61,9
25,1,0,9,62,9
25,1,0,9,69,9
25,1,0,9,71,9
25,1,0,9,97,9
25,0,0,12,9,9
25,0,0,14,9,9
25,0,0,17,9,9
25,0,0,17,54,9
25,1,0,18,7,9
25,0,0,18,9,9
25,1,0,18,19,9
25,1,0,18,20,9
25,1,0,18,22,9
25,1,0,18,24,9
25,1,0,18,25,9
25,1,0,18,26,9
25,1,0,18,30,9
25,1,0,18,31,9
25,1,0,18,32,9
25,1,0,18,33,9
25,1,0,18,39,9
25,1,0,18,42,9
25,1,0,18,46,9
25,1,0,18,50,9
25,1,0,18,53,9
25,1,0,18,60,9
25,1,0,18,74,9
25,1,0,18,76,9
25,1,0,18,98,9
25,0,0,19,18,9
25,0,0,20,18,9
25,0,0,22,18,9
25,0,0,22,32,9
25,0,0,22,33,9
25,0,0,23,9,9
25,0,0,24,18,9
25,0,0,24,25,9
25,0,0,24,26,9
25,0,0,24,30,9
25,0,0,24,31,9
25,0,0,24,32,9
25,0,0,24,33,9
25,0,0,24,74,9
25,0,0,24,98,9
25,0,0,25,18,9
25,0,0,25,24,9
25,0,0,25,26,9
25,0,0,25,32,9
25,0,0,25,42,9
25,0,0,25,60,9
25,0,0,26,18,9
25,0,0,26,24,9
25,0,0,26,25,9
25,0,0,26,31,9
25,0,0,26,32,9
25,0,0,26,33,9
25,0,0,26,39,9
25,0,0,26,42,9
25,0,0,26,74,9
25,0,0,26,76,9
25,0,0,26,98,9
25,0,0,30,18,9
25,0,0,30,24,9
25,0,0,30,33,9
25,0,0,31,18,9
25,0,0,31,24,9
25,0,0,31,26,9
25,0,0,31,32,9
25,0,0,31,33,9
25,0,0,31,42,9
25,0,0,31,50,9
25,0,0,31,74,9
25,0,0,31,98,9
25,0,0,32,9,9
25,0,0,32,18,9
25,0,0,32,22,9
25,0,0,32,24,9
25,0,0,32,25,9
25,0,0,32,26,9
25,0,0,32,31,9
25,0,0,32,33,9
25,0,0,32,46,9
25,0,0,32,98,9
25,0,0,33,18,9
25,0,0,33,22,9
25,0,0,33,24,9
25,0,0,33,26,9
25,0,0,33,30,9
25,0,0,33,31,9
25,0,0,33,32,9
25,0,0,33,42,9
25,0,0,33,74,9
25,0,0,33,98,9
25,0,0,39,18,9
25,0,0,39,26,9
25,0,0,39,42,9
25,0,0,40,9,9
25,0,0,42,18,9
25,0,0,42,25,9
25,0,0,42,26,9
25,0,0,42,31,9
25,0,0,42,33,9
25,0,0,42,39,9
25,0,0,46,18,9
25,0,0,46,32,9
25,0,0,46,50,9
25,0,0,46,98,9
25,0,0,50,18,9
25,0,0,50,31,9
25,0,0,50,46,9
25,0,0,51,9,9
25,0,0,53,18,9
25,0,0,54,9,9
25,0,0,54,17,9
25,0,0,60,18,9
25,0,0,60,25,9
25,0,0,60,98,9
25,0,0,61,9,9
25,0,0,62,9,9
25,0,0,69,9,9
25,0,0,71,9,9
25,0,0,74,18,9
25,0,0,74,24,9
25,0,0,74,26,9
25,0,0,74,31,9
25,0,0,74,33,9
25,0,0,74,98,9
25,0,0,76,18,9
25,0,0,76,26,9
25,0,0,97,9,9
25,0,0,98,18,9
25,0,0,98,24,9
25,0,0,98,26,9
25,0,0,98,31,9
25,0,0,98,32,9
25,0,0,98,33,9
25,0,0,98,46,9
25,0,0,98,60,9
25,0,0,98,74,9
25,0,0,7,18,10
25,1,0,9,12,10
25,1,0,9,14,10
25,1,0,9,17,10
25,0,0,9,18,10
25,1,0.5020193,9,23,10
25,0,0,9,32,10
25,1,0,9,40,10
25,1,0.52579534,9,51,10
25,1,0,9,54,10
25,1,0,9,61,10
25,1,0,9,62,10
25,1,0,9,69,10
25,1,0,9,71,10
25,1,0,9,97,10
25,0,0,12,9,10
25,0,0,14,9,10
25,0,0,17,9,10
25,0,0,17,54,10
25,1,0,18,7,10
25,0,0,18,9,10
25,1,0,18,19,10
25,1,0,18,20,10
25,1,0,18,22,10
25,1,0,18,24,10
25,1,0,18,25,10
25,1,0,18,26,10
25,1,0,18,30,10
25,1,0,18,31,10
25,1,0,18,32,10
25,1,0,18,33,10
25,1,0,18,39,10
25,1,0,18,42,10
25,1,0,18,46,10
25,1,0,18,50,10
25,1,0,18,53,10
25,1,0,18,60,10
25,1,0,18,74,10
25,1,0,18,76,10
25,1,0,18,98,10
25,0,0,19,18,10
25,0,0,20,18,10
25,0,0,22,18,10
25,0,0,22,32,10
25,0,0,22,33,10
25,0,0,23,9,10
25,0,0,24,18,10
25,0,0,24,25,10
25,0,0,24,26,10
25,0,0,24,30,10
25,0,0,24,31,10
25,0,0,24,32,10
25,0,0,24,33,10
25,0,0,24,74,10
25,0,0,24,98,10
25,0,0,25,18,10
25,0,0,25,24,10
25,0,0,25,26,10
25,0,0,25,32,10
25,0,0,25,42,10
25,0,0,25,60,10
25,0,0,26,18,10
25,0,0,26,24,10
25,0,0,26,25,10
25,0,0,26,31,10
25,0,0,26,32,10
25,0,0,26,33,10
25,0,0,26,39,10
25,0,0,26,42,10
25,0,0,26,74,10
25,0,0,26,76,10
25,0,0,26,98,10
25,0,0,30,18,10
25,0,0,30,24,10
25,0,0,30,33,10
25,0,0,31,18,10
25,0,0,31,24,10
25,0,0,31,26,10
25,0,0,31,32,10
25,0,0,31,33,10
25,0,0,31,42,10
25,0,0,31,50,10
25,0,0,31,74,10
25,0,0,31,98,10
25,0,0,32,9,10
25,0,0,32,18,10
25,0,0,32,22,10
25,0,0,32,24,10
25,0,0,32,25,10
25,0,0,32,26,10
25,0,0,32,31,10
25,0,0,32,33,10
25,0,0,32,46,10
25,0,0,32,98,10
25,0,0,33,18,10
25,0,0,33,22,10
25,0,0,33,24,10
25,0,0,33,26,10
25,0,0,33,30,10
25,0,0,33,31,10
25,0,0,33,32,10
25,0,0,33,42,10
25,0,0,33,74,10
25,0,0,33,98,10
25,0,0,39,18,10
25,0,0,39,26,10
25,0,0,39,42,10
25,0,0,40,9,10
25,0,0,42,18,10
25,0,0,42,25,10
25,0,0,42,26,10
25,0,0,42,31,10
25,0,0,42,33,10
25,0,0,42,39,10
25,0,0,46,18,10
25,0,0,46,32,10
25,0,0,46,50,10
25,0,0,46,98,10
25,0,0,50,18,10
25,0,0,50,31,10
25,0,0,50,46,10
25,0,0,51,9,10
25,0,0,53,18,10
25,0,0,54,9,10
25,0,0,54,17,10
25,0,0,60,18,10
25,0,0,60,25,10
25,0,0,60,98,10
25,0,0,61,9,10
25,0,0,62,9,10
25,0,0,69,9,10
25,0,0,71,9,10
25,0,0,74,18,10
25,0,0,74,24,10
25,0,0,74,26,10
25,0,0,74,31,10
25,0,0,74,33,10
25,0,0,74,98,10
25,0,0,76,18,10
25,0,0,76,26,10
25,0,0,97,9,10
25,0,0,98,18,10
25,0,0,98,24,10
25,0,0,98,26,10
25,0,0,98,31,10
25,0,0,98,32,10
25,0,0,98,33,10
25,0,0,98,46,10
25,0,0,98,60,10
25,0,0,98,74,10
25,0,0,7,18,11
25,1,0,9,12,11
25,1,0,9,14,11
25,1,0,9,17,11
25,0,0,9,18,11
25,1,0,9,23,11
25,0,0,9,32,11
25,1,0,9,40,11
25,1,0,9,51,11
25,1,0,9,54,11
25,1,0,9,61,11
25,1,0,9,62,11
25,1,0,9,69,11
25,1,0,9,71,11
25,1,0.55854034,9,97,11
25,0,0,12,9,11
25,0,0,14,9,11
25,0,0,17,9,11
25,0,0,17,54,11
25,1,0,18,7,11
25,0,0,18,9,11
25,1,0,18,19,11
25,1,0,18,20,11
25,1,0,18,22,11
25,1,0,18,24,11
25,1,0,18,25,11
25,1,0,18,26,11
25,1,0,18,30,11
25,1,0,18,31,11
25,1,0,18,32,11
25,1,0,18,33,11
25,1,0,18,39,11
25,1,0,18,42,11
25,1,0,18,46,11
25,1,0,18,50,11
25,1,0,18,53,11
25,1,0,18,60,11
25,1,0,18,74,11
25,1,0,18,76,11
25,1,0,18,98,11
25,0,0,19,18,11
25,0,0,20,18,11
25,0,0,22,18,11
25,0,0,22,32,11
25,0,0,22,33,11
25,0,0,23,9,11
25,0,0,24,18,11
25,0,0,24,25,11
25,0,0,24,26,11
25,0,0,24,30,11
25,0,0,24,31,11
25,0,0,24,32,11
25,0,0,24,33,11
25,0,0,24,74,11
25,0,0,24,98,11
25,0,0,25,18,11
25,0,0,25,24,11
25,0,0,25,26,11
25,0,0,25,32,11
25,0,0,25,42,11
25,0,0,25,60,11
25,0,0,26,18,11
25,0,0,26,24,11
25,0,0,26,25,11
25,0,0,26,31,11
25,0,0,26,32,11
25,0,0,26,33,11
25,0,0,26,39,11
25,0,0,26,42,11
25,0,0,26,74,11
25,0,0,26,76,11
25,0,0,26,98,11
25,0,0,30,18,11
25,0,0,30,24,11
25,0,0,30,33,11
25,0,0,31,18,11
25,0,0,31,24,11
25,0,0,31,26,11
25,0,0,31,32,11
25,0,0,31,33,11
25,0,0,31,42,11
25,0,0,31,50,11
25,0,0,31,74,11
25,0,0,31,98,11
25,0,0,32,9,11
25,0,0,32,18,11
25,0,0,32,22,11
25,0,0,32,24,11
25,0,0,32,25,11
25,0,0,32,26,11
25,0,0,32,31,11
25,0,0,32,33,11
25,0,0,32,46,11
25,0,0,32,98,11
25,0,0,33,18,11
25,0,0,33,22,11
25,0,0,33,24,11
25,0,0,33,26,11
25,0,0,33,30,11
25,0,0,33,31,11
25,0,0,33,32,11
25,0,0,33,42,11
25,0,0,33,74,11
25,0,0,33,98,11
25,0,0,39,18,11
25,0,0,39,26,11
25,0,0,39,42,11
25,0,0,40,9,11
25,0,0,42,18,11
25,0,0,42,25,11
25,0,0,42,26,11
25,0,0,42,31,11
25,0,0,42,33,11
25,0,0,42,39,11
25,0,0,46,18,11
25,0,0,46,32,11
25,0,0,46,50,11
25,0,0,46,98,11
25,0,0,50,18,11
25,0,0,50,31,11
25,0,0,50,46,11
25,0,0,51,9,11
25,0,0,53,18,11
25,0,0,54,9,11
25,0,0,54,17,11
25,0,0,60,18,11
25,0,0,60,25,11
25,0,0,60,98,11
25,0,0,61,9,11
25,0,0,62,9,11
25,0,0,69,9,11
25,0,0,71,9,11
25,0,0,74,18,11
25,0,0,74,24,11
25,0,0,74,26,11
25,0,0,74,31,11
25,0,0,74,33,11
25,0,0,74,98,11
25,0,0,76,18,11
25,0,0,76,26,11
25,0,0,97,9,11
25,0,0,98,18,11
25,0,0,98,24,11
25,0,0,98,26,11
25,0,0,98,31,11
25,0,0,98,32,11
25,0,0,98,33,11
25,0,0,98,46,11
25,0,0,98,60,11
25,0,0,98,74,11
25,0,0,7,18,12
25,1,0,9,12,12
25,1,0.5538,9,14,12
25,1,0,9,17,12
25,0,0,9,18,12
25,1,0.57522136,9,23,12
25,0,0,9,32,12
25,1,0,9,40,12
25,1,0,9,51,12
25,1,0,9,54,12
25,1,0,9,61,12
25,1,0,9,62,12
25,1,0,9,69,12
25,1,0,9,71,12
25,1,0,9,97,12
25,0,0,12,9,12
25,0,0,14,9,12
25,0,0,17,9,12
25,0,0,17,54,12
25,1,0,18,7,12
25,0,0,18,9,12
25,1,0,18,19,12
25,1,0,18,20,12
25,1,0,18,22,12
25,1,0,18,24,12
25,1,0,18,25,12
25,1,0,18,26,12
25,1,0,18,30,12
25,1,0,18,31,12
25,1,0,18,32,12
25,1,0,18,33,12
25,1,0,18,39,12
25,1,0,18,42,12
25,1,0,18,46,12
25,1,0,18,50,12
25,1,0,18,53,12
25,1,0,18,60,12
25,1,0,18,74,12
25,1,0,18,76,12
25,1,0,18,98,12
25,0,0,19,18,12
25,0,0,20,18,12
25,0,0,22,18,12
25,0,0,22,32,12
25,0,0,22,33,12
25,0,0,23,9,12
25,0,0,24,18,12
25,0,0,24,25,12
25,0,0,24,26,12
25,0,0,24,30,12
25,0,0,24,31,12
25,0,0,24,32,12
25,0,0,24,33,12
25,0,0,24,74,12
25,0,0,24,98,12
25,0,0,25,18,12
25,0,0,25,24,12
25,0,0,25,26,12
25,0,0,25,32,12
25,0,0,25,42,12
25,0,0,25,60,12
25,0,0,26,18,12
25,0,0,26,24,12
25,0,0,26,25,12
25,0,0,26,31,12
25,0,0,26,32,12
25,0,0,26,33,12
25,0,0,26,39,12
25,0,0,26,42,12
25,0,0,26,74,12
25,0,0,26,76,12
25,0,0,26,98,12
25,0,0,30,18,12
25,0,0,30,24,12
25,0,0,30,33,12
25,0,0,31,18,12
25,0,0,31,24,12
25,0,0,31,26,12
25,0,0,31,32,12
25,0,0,31,33,12
25,0,0,31,42,12
25,0,0,31,50,12
25,0,0,31,74,12
25,0,0,31,98,12
25,0,0,32,9,12
25,0,0,32,18,12
25,0,0,32,22,12
25,0,0,32,24,12
25,0,0,32,25,12
25,0,0,32,26,12
25,0,0,32,31,12
25,0,0,32,33,12
25,0,0,32,46,12
25,0,0,32,98,12
25,0,0,33,18,12
25,0,0,33,22,12
25,0,0,33,24,12
25,0,0,33,26,12
25,0,0,33,30,12
25,0,0,33,31,12
25,0,0,33,32,12
25,0,0,33,42,12
25,0,0,33,74,12
25,0,0,33,98,12
25,0,0,39,18,12
25,0,0,39,26,12
25,0,0,39,42,12
25,0,0,40,9,12
25,0,0,42,18,12
25,0,0,42,25,12
25,0,0,42,26,12
25,0,0,42,31,12
25,0,0,42,33,12
25,0,0,42,39,12
25,0,0,46,18,12
25,0,0,46,32,12
25,0,0,46,50,12
25,0,0,46,98,12
25,0,0,50,18,12
25,0,0,50,31,12
25,0,0,50,46,12
25,0,0,51,9,12
25,0,0,53,18,12
25,0,0,54,9,12
25,0,0,54,17,12
25,0,0,60,18,12
25,0,0,60,25,12
25,0,0,60,98,12
25,0,0,61,9,12
25,0,0,62,9,12
25,0,0,69,9,12
25,0,0,71,9,12
25,0,0,74,18,12
25,0,0,74,24,12
25,0,0,74,26,12
25,0,0,74,31,12
25,0,0,74,33,12
25,0,0,74,98,12
25,0,0,76,18,12
25,0,0,76,26,12
25,0,0,97,9,12
25,0,0,98,18,12
25,0,0,98,24,12
25,0,0,98,26,12
25,0,0,98,31,12
25,0,0,98,32,12
25,0,0,98,33,12
25,0,0,98,46,12
25,0,0,98,60,12
25,0,0,98,74,12
25,0,0,7,18,13
25,1,0,9,12,13
25,1,0.5851682,9,14,13
25,1,0,9,17,13
25,0,0,9,18,13
25,1,0.550669,9,23,13
25,0,0,9,32,13
25,1,0,9,40,13
25,1,0,9,51,13
25,1,0,9,54,13
25,1,0,9,61,13
25,1,0,9,62,13
25,1,0,9,69,13
25,1,0,9,71,13
25,1,0,9,97,13
25,0,0,12,9,13
25,0,0,14,9,13
25,0,0,17,9,13
25,0,0,17,54,13
25,1,0,18,7,13
25,0,0,18,9,13
25,1,0,18,19,13
25,1,0,18,20,13
25,1,0,18,22,13
25,1,0,18,24,13
25,1,0,18,25,13
25,1,0,18,26,13
25,1,0,18,30,13
25,1,0,18,31,13
25,1,0,18,32,13
25,1,0,18,33,13
25,1,0,18,39,13
25,1,0,18,42,13
25,1,0,18,46,13
25,1,0,18,50,13
25,1,0,18,53,13
25,1,0,18,60,13
25,1,0,18,74,13
25,1,0,18,76,13
25,1,0,18,98,13
25,0,0,19,18,13
25,0,0,20,18,13
25,0,0,22,18,13
25,0,0,22,32,13
25,0,0,22,33,13
25,0,0,23,9,13
25,0,0,24,18,13
25,0,0,24,25,13
25,0,0,24,26,13
25,0,0,24,30,13
25,0,0,24,31,13
25,0,0,24,32,13
25,0,0,24,33,13
25,0,0,24,74,13
25,0,0,24,98,13
25,0,0,25,18,13
25,0,0,25,24,13
25,0,0,25,26,13
25,0,0,25,32,13
25,0,0,25,42,13
25,0,0,25,60,13
25,0,0,26,18,13
25,0,0,26,24,13
25,0,0,26,25,13
25,0,0,26,31,13
25,0,0,26,32,13
25,0,0,26,33,13
25,0,0,26,39,13
25,0,0,26,42,13
25,0,0,26,74,13
25,0,0,26,76,13
25,0,0,26,98,13
25,0,0,30,18,13
25,0,0,30,24,13
25,0,0,30,33,13
25,0,0,31,18,13
25,0,0,31,24,13
25,0,0,31,26,13
25,0,0,31,32,13
25,0,0,31,33,13
25,0,0,31,42,13
25,0,0,31,50,13
25,0,0,31,74,13
25,0,0,31,98,13
25,0,0,32,9,13
25,0,0,32,18,13
25,0,0,32,22,13
25,0,0,32,24,13
25,0,0,32,25,13
25,0,0,32,26,13
25,0,0,32,31,13
25,0,0,32,33,13
25,0,0,32,46,13
25,0,0,32,98,13
25,0,0,33,18,13
25,0,0,33,22,13
25,0,0,33,24,13
25,0,0,33,26,13
25,0,0,33,30,13
25,0,0,33,31,13
25,0,0,33,32,13
25,0,0,33,42,13
25,0,0,33,74,13
25,0,0,33,98,13
25,0,0,39,18,13
25,0,0,39,26,13
25,0,0,39,42,13
25,0,0,40,9,13
25,0,0,42,18,13
25,0,0,42,25,13
25,0,0,42,26,13
25,0,0,42,31,13
25,0,0,42,33,13
25,0,0,42,39,13
25,0,0,46,18,13
25,0,0,46,32,13
25,0,0,46,50,13
25,0,0,46,98,13
25,0,0,50,18,13
25,0,0,50,31,13
25,0,0,50,46,13
25,0,0,51,9,13
25,0,0,53,18,13
25,0,0,54,9,13
25,0,0,54,17,13
25,0,0,60,18,13
25,0,0,60,25,13
25,0,0,60,98,13
25,0,0,61,9,13
25,0,0,62,9,13
25,0,0,69,9,13
25,0,0,71,9,13
25,0,0,74,18,13
25,0,0,74,24,13
25,0,0,74,26,13
25,0,0,74,31,13
25,0,0,74,33,13
25,0,0,74,98,13
25,0,0,76,18,13
25,0,0,76,26,13
25,0,0,97,9,13
25,0,0,98,18,13
25,0,0,98,24,13
25,0,0,98,26,13
25,0,0,98,31,13
25,0,0,98,32,13
25,0,0,98,33,13
25,0,0,98,46,13
25,0,0,98,60,13
25,0,0,98,74,13
25,0,0,7,18,14
25,1,0,9,12,14
25,1,0.5269603,9,14,14
25,1,0,9,17,14
25,0,0,9,18,14
25,1,0.5042678,9,23,14
25,0,0,9,32,14
25,1,0,9,40,14
25,1,0,9,51,14
25,1,0,9,54,14
25,1,0,9,61,14
25,1,0,9,62,14
25,1,0,9,69,14
25,1,0,9,71,14
25,1,0,9,97,14
25,0,0,12,9,14
25,0,0,14,9,14
25,0,0,17,9,14
25,0,0,17,54,14
25,1,0,18,7,14
25,0,0,18,9,14
25,1,0,18,19,14
25,1,0,18,20,14
25,1,0,18,22,14
25,1,0,18,24,14
25,1,0,18,25,14
25,1,0,18,26,14
25,1,0,18,30,14
25,1,0,18,31,14
25,1,0,18,32,14
25,1,0,18,33,14
25,1,0,18,39,14
25,1,0,18,42,14
25,1,0,18,46,14
25,1,0,18,50,14
25,1,0,18,53,14
25,1,0,18,60,14
25,1,0,18,74,14
25,1,0,18,76,14
25,1,0,18,98,14
25,0,0,19,18,14
25,0,0,20,18,14
25,0,0,22,18,14
25,0,0,22,32,14
25,0,0,22,33,14
25,0,0,23,9,14
25,0,0,24,18,14
25,0,0,24,25,14
25,0,0,24,26,14
25,0,0,24,30,14
25,0,0,24,31,14
25,0,0,24,32,14
25,0,0,24,33,14
25,0,0,24,74,14
25,0,0,24,98,14
25,0,0,25,18,14
25,0,0,25,24,14
25,0,0,25,26,14
25,0,0,25,32,14
25,0,0,25,42,14
25,0,0,25,60,14
25,0,0,26,18,14
25,0,0,26,24,14
25,0,0,26,25,14
25,0,0,26,31,14
25,0,0,26,32,14
25,0,0,26,33,14
25,0,0,26,39,14
25,0,0,26,42,14
25,0,0,26,74,14
25,0,0,26,76,14
25,0,0,26,98,14
25,0,0,30,18,14
25,0,0,30,24,14
25,0,0,30,33,14
25,0,0,31,18,14
25,0,0,31,24,14
25,0,0,31,26,14
25,0,0,31,32,14
25,0,0,31,33,14
25,0,0,31,42,14
25,0,0,31,50,14
25,0,0,31,74,14
25,0,0,31,98,14
25,0,0,32,9,14
25,0,0,32,18,14
25,0,0,32,22,14
25,0,0,32,24,14
25,0,0,32,25,14
25,0,0,32,26,14
25,0,0,32,31,14
25,0,0,32,33,14
25,0,0,32,46,14
25,0,0,32,98,14
25,0,0,33,18,14
25,0,0,33,22,14
25,0,0,33,24,14
25,0,0,33,26,14
25,0,0,33,30,14
25,0,0,33,31,14
25,0,0,33,32,14
25,0,0,33,42,14
25,0,0,33,74,14
25,0,0,33,98,14
25,0,0,39,18,14
25,0,0,39,26,14
25,0,0,39,42,14
25,0,0,40,9,14
25,0,0,42,18,14
25,0,0,42,25,14
25,0,0,42,26,14
25,0,0,42,31,14
25,0,0,42,33,14
25,0,0,42,39,14
25,0,0,46,18,14
25,0,0,46,32,14
25,0,0,46,50,14
25,0,0,46,98,14
25,0,0,50,18,14
25,0,0,50,31,14
25,0,0,50,46,14
25,0,0,51,9,14
25,0,0,53,18,14
25,0,0,54,9,14
25,0,0,54,17,14
25,0,0,60,18,14
25,0,0,60,25,14
25,0,0,60,98,14
25,0,0,61,9,14
25,0,0,62,9,14
25,0,0,69,9,14
25,0,0,71,9,14
25,0,0,74,18,14
25,0,0,74,24,14
25,0,0,74,26,14
25,0,0,74,31,14
25,0,0,74,33,14
25,0,0,74,98,14
25,0,0,76,18,14
25,0,0,76,26,14
25,0,0,97,9,14
25,0,0,98,18,14
25,0,0,98,24,14
25,0,0,98,26,14
25,0,0,98,31,14
25,0,0,98,32,14
25,0,0,98,33,14
25,0,0,98,46,14
25,0,0,98,60,14
25,0,0,98,74,14
25,0,0,7,18,15
25,1,0,9,12,15
25,1,0.537674,9,14,15
25,1,0,9,17,15
25,0,0,9,18,15
25,1,0,9,23,15
25,0,0,9,32,15
25,1,0,9,40,15
25,1,0,9,51,15
25,1,0,9,54,15
25,1,0,9,61,15
25,1,0,9,62,15
25,1,0.53376627,9,69,15
25,1,0,9,71,15
25,1,0,9,97,15
25,0,0,12,9,15
25,0,0,14,9,15
25,0,0,17,9,15
25,0,0,17,54,15
25,1,0,18,7,15
25,0,0,18,9,15
25,1,0,18,19,15
25,1,0,18,20,15
25,1,0,18,22,15
25,1,0,18,24,15
25,1,0,18,25,15
25,1,0,18,26,15
25,1,0,18,30,15
25,1,0,18,31,15
25,1,0,18,32,15
25,1,0,18,33,15
25,1,0,18,39,15
25,1,0,18,42,15
25,1,0,18,46,15
25,1,0,18,50,15
25,1,0,18,53,15
25,1,0,18,60,15
25,1,0,18,74,15
25,1,0,18,76,15
25,1,0,18,98,15
25,0,0,19,18,15
25,0,0,20,18,15
25,0,0,22,18,15
25,0,0,22,32,15
25,0,0,22,33,15
25,0,0,23,9,15
25,0,0,24,18,15
25,0,0,24,25,15
25,0,0,24,26,15
25,0,0,24,30,15
25,0,0,24,31,15
25,0,0,24,32,15
25,0,0,24,33,15
25,0,0,24,74,15
25,0,0,24,98,15
25,0,0,25,18,15
25,0,0,25,24,15
25,0,0,25,26,15
25,0,0,25,32,15
25,0,0,25,42,15
25,0,0,25,60,15
25,0,0,26,18,15
25,0,0,26,24,15
25,0,0,26,25,15
25,0,0,26,31,15
25,0,0,26,32,15
25,0,0,26,33,15
25,0,0,26,39,15
25,0,0,26,42,15
25,0,0,26,74,15
25,0,0,26,76,15
25,0,0,26,98,15
25,0,0,30,18,15
25,0,0,30,24,15
25,0,0,30,33,15
25,0,0,31,18,15
25,0,0,31,24,15
25,0,0,31,26,15
25,0,0,31,32,15
25,0,0,31,33,15
25,0,0,31,42,15
25,0,0,31,50,15
25,0,0,31,74,15
25,0,0,31,98,15
25,0,0,32,9,15
25,0,0,32,18,15
25,0,0,32,22,15
25,0,0,32,24,15
25,0,0,32,25,15
25,0,0,32,26,15
25,0,0,32,31,15
25,0,0,32,33,15
25,0,0,32,46,15
25,0,0,32,98,15
25,0,0,33,18,15
25,0,0,33,22,15
25,0,0,33,24,15
25,0,0,33,26,15
25,0,0,33,30,15
25,0,0,33,31,15
25,0,0,33,32,15
25,0,0,33,42,15
25,0,0,33,74,15
25,0,0,33,98,15
25,0,0,39,18,15
25,0,0,39,26,15
25,0,0,39,42,15
25,0,0,40,9,15
25,0,0,42,18,15
25,0,0,42,25,15
25,0,0,42,26,15
25,0,0,42,31,15
25,0,0,42,33,15
25,0,0,42,39,15
25,0,0,46,18,15
25,0,0,46,32,15
25,0,0,46,50,15
25,0,0,46,98,15
25,0,0,50,18,15
25,0,0,50,31,15
25,0,0,50,46,15
25,0,0,51,9,15
25,0,0,53,18,15
25,0,0,54,9,15
25,0,0,54,17,15
25,0,0,60,18,15
25,0,0,60,25,15
25,0,0,60,98,15
25,0,0,61,9,15
25,0,0,62,9,15
25,0,0,69,9,15
25,0,0,71,9,15
25,0,0,74,18,15
25,0,0,74,24,15
25,0,0,74,26,15
25,0,0,74,31,15
25,0,0,74,33,15
25,0,0,74,98,15
25,0,0,76,18,15
25,0,0,76,26,15
25,0,0,97,9,15
25,0,0,98,18,15
25,0,0,98,24,15
25,0,0,98,26,15
25,0,0,98,31,15
25,0,0,98,32,15
25,0,0,98,33,15
25,0,0,98,46,15
25,0,0,98,60,15
25,0,0,98,74,15
25,0,0,7,18,16
25,1,0,9,12,16
25,1,0,9,14,16
25,1,0,9,17,16
25,0,0,9,18,16
25,1,0,9,23,16
25,0,0,9,32,16
25,1,0,9,40,16
25,1,0,9,51,16
25,1,0,9,54,16
25,1,0.5552881,9,61,16
25,1,0.5566748,9,62,16
25,1,0,9,69,16
25,1,0,9,71,16
25,1,0,9,97,16
25,0,0,12,9,16
25,0,0,14,9,16
25,0,0,17,9,16
25,0,0,17,54,16
25,1,0,18,7,16
25,0,0,18,9,16
25,1,0,18,19,16
25,1,0,18,20,16
25,1,0,18,22,16
25,1,0,18,24,16
25,1,0,18,25,16
25,1,0,18,26,16
25,1,0,18,30,16
25,1,0,18,31,16
25,1,0,18,32,16
25,1,0,18,33,16
25,1,0,18,39,16
25,1,0,18,42,16
25,1,0,18,46,16
25,1,0,18,50,16
25,1,0,18,53,16
25,1,0,18,60,16
25,1,0,18,74,16
25,1,0,18,76,16
25,1,0,18,98,16
25,0,0,19,18,16
25,0,0,20,18,16
25,0,0,22,18,16
25,0,0,22,32,16
25,0,0,22,33,16
25,0,0,23,9,16
25,0,0,24,18,16
25,0,0,24,25,16
25,0,0,24,26,16
25,0,0,24,30,16
25,0,0,24,31,16
25,0,0,24,32,16
25,0,0,24,33,16
25,0,0,24,74,16
25,0,0,24,98,16
25,0,0,25,18,16
25,0,0,25,24,16
25,0,0,25,26,16
25,0,0,25,32,16
25,0,0,25,42,16
25,0,0,25,60,16
25,0,0,26,18,16
25,0,0,26,24,16
25,0,0,26,25,16
25,0,0,26,31,16
25,0,0,26,32,16
25,0,0,26,33,16
25,0,0,26,39,16
